tc_id,source_file,original_entry_detail,extracted_token,not_a_key_subtype,confidence,proposed_action,resolution_requirement,rationale,required_decision
ALTBASIC_LCH_241,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:하드키 즐겨 찾기 버튼 롱 탭,하드키 즐겨 찾기 버튼 롱 탭,KEYCODE_DISCOVERY,low,press_key:<keycode-discovery>,KEYCODE,hardware/nav key or press modifier,device_keycode_discovery
ALTBASIC_CAL_354,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 새 연락처 만들기 focus > press up > press_key:2. 새 연락처 만들기 focus > press up > press left > press_key:3. 새 연락처 만들기 focus > press up > press right,새 연락처 만들기 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CAL_354,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 새 연락처 만들기 focus > press up > press_key:2. 새 연락처 만들기 focus > press up > press left > press_key:3. 새 연락처 만들기 focus > press up > press right,새 연락처 만들기 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CAL_354,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 새 연락처 만들기 focus > press up > press_key:2. 새 연락처 만들기 focus > press up > press left > press_key:3. 새 연락처 만들기 focus > press up > press right,새 연락처 만들기 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_MSG_068,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 focus > press_key:Press Ok,더보기,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_068,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 focus > press_key:Press Ok,차단 및 스팸관리 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_MSG_073,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 >스팸 신고 안내,더보기,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_073,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 >스팸 신고 안내,차단 및 스팸관리,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_073,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 >스팸 신고 안내,스팸 신고 안내,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_074,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 > 개인정보 수집 동의,더보기,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_074,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 > 개인정보 수집 동의,차단 및 스팸관리,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_074,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 > 개인정보 수집 동의,개인정보 수집 동의,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_075,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 메시지 > 더보기 > 휴지통 focus > Press Ok,메시지,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_075,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 메시지 > 더보기 > 휴지통 focus > Press Ok,더보기,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_075,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 메시지 > 더보기 > 휴지통 focus > Press Ok,휴지통 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_MSG_076,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 focus > press_key:Press Ok,더보기,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_076,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 focus > press_key:Press Ok,설정 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_MSG_080,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 멀티미디어 메시지(MMS),더보기,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_080,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 멀티미디어 메시지(MMS),설정,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_081,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 알림,더보기,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_081,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 알림,설정,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_081,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 알림,알림,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_082,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 메시지 글꼴 크기,더보기,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_082,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 메시지 글꼴 크기,설정,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MSG_082,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 설정 > 메시지 글꼴 크기,메시지 글꼴 크기,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CNT_003,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 새 연락처 만들기 focus > Press Up,새 연락처 만들기 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_004,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 연락처 메뉴 focus > Press Right,연락처 메뉴 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_005,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 연락처 추가하기 버튼(+) focus > Press Right,연락처 추가하기 버튼(+) focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_006,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,"press_key:1. 메뉴, 연락처 추가하기, 검색 버튼 focus > Press Down","메뉴, 연락처 추가하기, 검색 버튼 focus",VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_048,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 사진 찍기 focus > Press Down,사진 찍기 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_049,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 사진 변경 focus > Press Down,사진 변경 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_050,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 이름 입력칸 focus > Press Right,이름 입력칸 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_053,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 이름 입력칸 focus > Press Down,이름 입력칸 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_054,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 전화 번호 입력칸 focus > Press Down,전화 번호 입력칸 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_055,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 메일 입력칸 focus > Press Down,메일 입력칸 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_065,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:그룹 만들기 텍스트 입력창 focus > Press Down,그룹 만들기 텍스트 입력창 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_068,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:메뉴 focus > Press Right,메뉴 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_069,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:추가 focus > Press Right,추가 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_070,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,"press_key:메뉴, 추가, 더보기 focus > Press Down","메뉴, 추가, 더보기 focus",VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_072,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:뒤로가기 focus > Press Right,뒤로가기 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_077,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 내 정보 focus > Press Up/Down,내 정보 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CNT_079,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 내부 저장소 focus > Press Up,내부 저장소 focus,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_CAM_130,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:카메라 > 사진 > 아무 방향키,카메라,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_130,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:카메라 > 사진 > 아무 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_131,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키,카메라,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_131,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_132,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_133,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_134,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP 방향키 > press_key:Right 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_135,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_136,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키 > press_key:Right 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_137,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:UP방향키 > press_key:UP방향키 > press_key:Right 방향키 > press_key:Down 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_146,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_147,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:UP 방향키 > press_key:Right 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_157,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_158,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:Left 방향키 > press_key:UP방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_163,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:Up 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_164,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:Left 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_166,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:Left 방향키 > press_key:Left 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_167,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:Left 방향키 > press_key:Left 방향키 > press_key:UP 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_174,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:Left 방향키 > press_key:Left 방향키 > press_key:Left 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CAM_175,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:카메라 > 사진 > 아무 방향키 > press_key:Left 방향키 > press_key:Left 방향키 > press_key:Left 방향키 > press_key:Down 방향키,사진,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_001,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:시계 > Press Any Direction,시계,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_002,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:알람 탭 내 임의의 위치에 포커스 > Keep Press Up,알람 탭 내 임의의 위치에 포커스,VERIFIER_FOCUS_STATE,high,verifier:focus_state,VERIFIER_FOCUS,focus token + state/observe marker,screen_verifier_decision
ALTBASIC_CLK_003,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:시계 > Press Any Direction > Press Down,시계,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_004,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:시계 > Press Any Direction > Press Down > Press Down,시계,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_005,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:시계 > Press Any Direction > Press Down > Press Down > Press Right,시계,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_009,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:시계 > 세계시각 > Press Any Direction,시계,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_009,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:시계 > 세계시각 > Press Any Direction,세계시각,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_010,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:시계 > 세계시각 > Press Any Direction > press_key:Press OK,시계,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_010,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:시계 > 세계시각 > Press Any Direction > press_key:Press OK,세계시각,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_015,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:시계 > 타이머 > press_key:Press Any Direction,타이머,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_017,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 시계 > 타이머 > Press Any Direction > Press Right > press_key:2. 시계 > 타이머 > Press Any Direction > Press Left,시계,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_017,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 시계 > 타이머 > Press Any Direction > Press Right > press_key:2. 시계 > 타이머 > Press Any Direction > Press Left,타이머,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_017,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 시계 > 타이머 > Press Any Direction > Press Right > press_key:2. 시계 > 타이머 > Press Any Direction > Press Left,시계,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_017,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 시계 > 타이머 > Press Any Direction > Press Right > press_key:2. 시계 > 타이머 > Press Any Direction > Press Left,타이머,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_018,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:시계 > 타이머 > Press Any Direction > Press Right > Press Right,시계,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_018,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:시계 > 타이머 > Press Any Direction > Press Right > Press Right,타이머,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_019,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 시계 > 타이머 > Press Any Direction > Keep Press Down > press_key:2. 시계 > 타이머 > Press Any Direction > Keep Press Up,시계,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_019,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 시계 > 타이머 > Press Any Direction > Keep Press Down > press_key:2. 시계 > 타이머 > Press Any Direction > Keep Press Up,타이머,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_019,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 시계 > 타이머 > Press Any Direction > Keep Press Down > press_key:2. 시계 > 타이머 > Press Any Direction > Keep Press Up,시계,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_019,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 시계 > 타이머 > Press Any Direction > Keep Press Down > press_key:2. 시계 > 타이머 > Press Any Direction > Keep Press Up,타이머,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_026,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:시계 > 스톱워치 > Press Any Direction,시계,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_CLK_026,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:시계 > 스톱워치 > Press Any Direction,스톱워치,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_MGN_002,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈 화면에서 Hardkey로 돋보기 앱 진입 > wait:Focus 확인,홈 화면에서 Hardkey로 돋보기 앱 진입,VERIFIER_SCREEN_PRESENT,medium,verifier:screen_present,VERIFIER_SCREEN,"screen/state reference, no focus",screen_verifier_decision
ALTBASIC_MGN_002,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈 화면에서 Hardkey로 돋보기 앱 진입 > wait:Focus 확인,Focus 확인,VERIFIER_FOCUS_STATE,high,verifier:focus_state,VERIFIER_FOCUS,focus token + state/observe marker,screen_verifier_decision
ALTBASIC_PDM_041,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. Pedometer app 실행 > 뒤로가기 focus된 상태 > press_key:2. Press down(하드키),뒤로가기 focus된 상태,VERIFIER_FOCUS_STATE,high,verifier:focus_state,VERIFIER_FOCUS,focus token + state/observe marker,screen_verifier_decision
ALTBASIC_PDM_042,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. Pedometer app 실행 > 키 focus된 상태 > press_key:2. Press down(하드키),키 focus된 상태,VERIFIER_FOCUS_STATE,high,verifier:focus_state,VERIFIER_FOCUS,focus token + state/observe marker,screen_verifier_decision
ALTBASIC_PDM_043,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. Pedometer app 실행 > 몸무게 focus된 상태 > press_key:2. Press down(하드키),몸무게 focus된 상태,VERIFIER_FOCUS_STATE,high,verifier:focus_state,VERIFIER_FOCUS,focus token + state/observe marker,screen_verifier_decision
