sheet,tc_id,functionality,procedure,expected,csv_safety_prev,classification,reason,judge_method
24.Launcher,187.0,홈화면,홈화면 > 길게 누르기 > 배경화면 및 스타일 > 배경화면 변경 > 배경화면을 밝은 색으로 변경 > status bar와 앱아이콘 확인,status bar와 앱 아이콘의 이름이 식별 가능해야 함,INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 변경 = mutation; 홈/설정 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
24.Launcher,188.0,배경화면 및 스타일,1. 홈화면 길게 누르기 > 배경화면 및 스타일,"SKT 1. 기본, ZEM(default) 노출되며 각 적용시 기본 앱 아이콘이 변경됨 KT 1. 기본, 시나모롤(default) 노출되며 각 적용시 기본 앱 아이콘이 변경됨",READ_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
24.Launcher,190.0,홈화면,"1. 홈화면 > 6번째 페이지 이동 > 임의의 앱 롱탭 > 홈에서삭제 or 상단 삭제 UI 로 이동 하여 앱 삭제 및 페이지 삭제 > 5번째 , 4 번째 , 3번째 페이지 및 앱 삭제 > 페이지 갯수 흰색 점 아이콘 확인",1. 페이지 하단 흰색 점 아이콘이 오른쪽으로 이동되지 않는다.,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 삭제 = mutation; 데이터 이동/복사 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
24.Launcher,193.0,홈화면,1. 앱서랍에서 임의의 앱을 중복으로 5개 이상을 홈화면 앱폴더에 추가 > 홈화면 > 앱 폴더 확인,1. 홈화면 앱폴더 앱 미리보기 이미지가 일부만 표시 되거나 앱폴더가 사라지지 않아야 한다. 2. 홈화면 추가가 가능해야 한다.,READ_ONLY,EXCLUDE,직독: mutation·외부효과·환경제어가 검증 주제 — observe 분리 불가,human_confirmed
24.Launcher,196.0,최근 실행한 앱,"설정 > 앱 > 최근 설정한 앱 > 전화, 메세지, 카메라, 연락처, 설정, 음성 녹음, 계산기, 시계, FM라디오,앱 확인",시나모롤 테마가 적용되어 있어야 함 (참고 : 설정 > 앱 > 기본앱에서는 구글앱화면이므로 시나모롤테마를 적용할 수 없음),INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
24.Launcher,197.0,앱화면,1. 홈화면 > 아래에서 위로 스와이프 > 앱아이콘 이름의 글씨 위치확인(영문 / 한글) 2. 홈화면 > 아래에서 위로 스와이프 > 앱폴더 > 앱폴더내 앱아이콘 이름의 글씨 위치확인 (영문 / 한글),1. 영문/한글 상관없이 앱아이콘의 이름의 폰트 위치가 같아야 한다. 2. 앱 이름이 전체적으로 표시되어야 한다.,INPUT_REQUIRED,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
24.Launcher,198.0,앱화면,1. 홈화면 > 아래에서 위로 스와이프 > 앱화면,검색창과 앱화면의 앱이 겹쳐서 표시되지 않아야 한다.,INPUT_REQUIRED,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
24.Launcher,200.0,앱 화면,1. 홈화면 > 아래에서 위로 스와이프 > 앱화면 확인 2. 홈화면 > 아래에서 위로 스와이프 > 앱화면 확인 > 상단 status bar확인 3. 홈화면 > 아래에서 위로 스와이프 > 앱화면 > 앱 아이콘을 길게 터치 > 앱 메뉴확인,1. 절전모드에 따른 앱화면이 전환되는지 확인 2. status bar 확인이 가능한지 확인 3. 앱 메뉴 및 좌측 아이콘이 정상적으로 표시되는지 확인,INPUT_REQUIRED,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
24.Launcher,201.0,앱 메뉴,1. 홈화면에서 앱(ex시계)을 길게 터치 > 앱과 관련된 메뉴와 아이콘 확인,1. 앱과 관련된 메뉴와 메뉴앞쪽의 아이콘이 정확히 표시되는지 확인,INPUT_REQUIRED,KEEP,"long-press 메뉴 observe — 항목 탭 금지, BACK 이탈 cleanup",human_confirmed
24.Launcher,202.0,앱 메뉴,"1. 홈화면에서 앱(ex시계)을 길게 터치 > 앱과 관련된 메뉴에서 ""=""버튼을 길게 눌러 바로가기 만들기 2. 홈화면에서 앱(ex시계)을 길게 터치 > 앱과 관련된 메뉴에서 ""=""버튼을 짧게 누르기","1. 해당 메뉴의 바로가기가 만들어지는지 확인 2. ""바로가기를 만들려면 길게 누르세요"" 토스트팝업이 표시되는지 확인",INPUT_REQUIRED,EXCLUDE,직독: mutation·외부효과·환경제어가 검증 주제 — observe 분리 불가,human_confirmed
24.Launcher,203.0,앱 서랍,임의의 앱(휴대폰)에서 알림 받기 > 홈 화면에서 알림수 확인 > 앱 서랍 확인,알림 발생 시 앱서람의 앱에서도 알림수가 표시되어야 한다.,INPUT_REQUIRED,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
24.Launcher,204.0,앱 서랍,1. 홈화면 > 아래에서 위로 스와이프 > 앱화면 확인,앱 이름이 잘려서 표시되지 않는지 확인 앱 이름이 사전에 설정한대로 표시되는지 확인,INPUT_REQUIRED,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
24.Launcher,205.0,앱 서랍,홈 화면 > 앱 서랍 > 임의의 앱 롱 탭하여 이동,앱 서랍에 앱 순서 변경이 불가능하다.,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 변경 = mutation; 데이터 이동/복사 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
24.Launcher,207.0,앱 추가,1. 홈에서 위로 스와이프 > 임의의 앱 하나를 길게 누르고 위쪽으로 드래그 2. 홈화면에서 손가락을 뗀다.,"1. 홈화면으로 이동, 앱을 추가할 위치를 미리보기 할 수 있으며, 상단에 취소 버튼이 표시됨 2. 해당 위치에 선택한 앱이 추가된다.",INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 데이터 이동/복사 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
24.Launcher,208.0,앱 이동,1. 홈화면 > 아래에서 위로 스와이프 > 앱화면 > 앱을 길게 눌러 위치 이동,1. 원하는 위치로 이동이 가능해야 함 2. 아이콘 배치 작업 영역과 겹치지 않도록 상단에 'x 취소' 버튼이 표시되어야 함 3. 페이지 표시기에 점 두 개가 정상적으로 표시되어야 함,INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 데이터 이동/복사 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
24.Launcher,209.0,앱 / 폴더,홈화면 > 앱을 길게 눌러 다른 앱위에 겹쳐 폴더 생성 > 폴더 확인,1. 폴더 이름과 폴더내 앱 이름의 표기에 이상이 없는지 확인 - 폴더이름 : 이름없는 폴더,INPUT_REQUIRED,EXCLUDE,직독: mutation·외부효과·환경제어가 검증 주제 — observe 분리 불가,human_confirmed
24.Launcher,210.0,앱 / 폴더,홈화면 > 앱을 길게 눌러 다른 앱위에 겹쳐 폴더 생성 > 폴더 확인,두 앱의 알림 뱃지를 더한 수가 폴더 알림 뱃지로 노출되어야 함,INPUT_REQUIRED,REVIEW_QUEUE,cue: pre fixture 전제,cue_auto
24.Launcher,211.0,앱 / 폴더,홈화면 > 앱을 길게 눌러 다른 앱위에 겹쳐 폴더 생성 > 폴더 내 앱 계속 집어넣음,폴더는 한페이지당 3x3의 크기로 2페이지까지 가능함. (폴더 내 최대 앱 갯수 : 18개),INPUT_REQUIRED,EXCLUDE,직독: mutation·외부효과·환경제어가 검증 주제 — observe 분리 불가,human_confirmed
24.Launcher,212.0,앱 / 폴더,홈 화면 > 폴더 진입 > 폴더 내 임의의 앱 Long Tap,홈 화면에 있는 앱 Long Tap시와 동일하게 노출된다.,NAVIGATION_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
24.Launcher,213.0,앱 / 폴더,홈화면 > 앱을 길게 눌러 다른 앱위에 겹쳐 폴더 생성 > 폴더명 입력,"1. 폴더 이름이 긴 경우(한글 12자 이상/영문 24자 이상) 홈/앱 서랍에서 가운데 정렬하여 최대 2줄까지 표시된다. 2. 폴더명이 너무 길 경우 끝에 두 줄로 축약(""..."")되어 표시된다.",INPUT_REQUIRED,REVIEW_QUEUE,cue: input 포함 — 재설계/표본 검토,cue_auto
24.Launcher,214.0,앱 / 폴더,홈화면 > 앱을 길게 눌러 다른 앱위에 겹쳐 폴더 생성 > 폴더명 최대 글자까지 입력,"폴더 이름이 영문 24자, 한글 24자를 초과하면 더 이상 입력이 불가능하고 토스트 팝업이 노출된다. [KOR] 더 이상 입력할 수 없습니다. [ENG] The folder name is too long",INPUT_REQUIRED,REVIEW_QUEUE,cue: input 포함 — 재설계/표본 검토,cue_auto
24.Launcher,215.0,앱 / 폴더,홈화면 > 폴더 길게 누르기 > 홈에서 삭제,"1. '홈에서 삭제' 항목이 노출되며 선택시 홈에서 삭제된다. 2. 삭제된 후 하단 토스트 노출된다. - ""폴더를 삭제하였습니다.""",INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 삭제 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
24.Launcher,216.0,배경화면 및 스타일,1. 홈화면 길게 누르기 > 배경화면 및 스타일 > 배경화면 변경 > 내 사진 > 임의의 사진 선택 > 확인 > 홈 화면 선택 > 홈 화면 확인 2. 홈화면 길게 누르기 > 배경화면 및 스타일 > 배경화면 변경 > 내 사진 > 임의의 사진 선택 > 확인 > 잠금 화면 선택 > 잠금 화면 확인 3. . 홈화면 길게 누르기 > 배경화면 및 스타일 > 배경화면 변경 > 내 사진 > 임의의 사진 선택 > 확인 > 홈 화면 및 잠금 화면 선택 > 홈 화면 및 잠금 화면 확인 > screen off / on,1. 홈화면이 설정한 이미지로 변경되며 토스트 팝업이 노출된다. [KOR] 배경화면 설정이 완료 되었습니다. [ENG] Wallpaper set successfully 2. 잠금화면이 설정한 이미지로 변경됨 3. 홈 화면 및 잠금 화면이 설정한 이미지로 변경되어 있어야 하며 screen off / on후에도 변경된 사진이 유지되어야 함,INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 변경 = mutation; 홈/설정 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
24.Launcher,217.0,배경화면 및 스타일,홈 > 앱 서랍 > 네비게이션바에서 홈버튼을 눌러 홈 화면으로 돌아가서 확인,홈화면의 배경화면이 정상적으로 표시되는지 확인,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 홈/설정 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
24.Launcher,218.0,위젯 추가,1. 홈에서 위로 스와이프 > 임의의 앱 하나를 길게 누른다. 2. 앱 정보 선택 3. 위젯 선택 후 길게 터치,"1. 앱 정보, 위젯 메뉴가 표시 (앱에 따라 위젯이 미표시되거나 다른 메뉴가 표시되는 경우 있음) 2. 해당 앱 정보 화면으로 이동 3. 홈화면에 해당 위젯이 추가 가능하고, 원하는 위치에서 손가락을 떼면 위젯이 추가됨",INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 홈/설정 영속 mutation; 데이터 이동/복사 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
24.Launcher,219.0,앱/위젯 삭제,1. 홈 화면의 앱/위젯을 길게 눌러 '홈에서 삭제' 선택,"1. 앱/위젯이 삭제되고, 하단에 '항목 삭제됨' 토스트 발생",INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 삭제 = mutation; 홈/설정 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
24.Launcher,220.0,홈화면 UI,구글검색바 위젯 > 길게 눌러서 홈화면에서 삭제,구글 검색바 위젯 홈화면에서 삭제 가능해야함,INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 삭제 = mutation; 홈/설정 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
24.Launcher,221.0,위젯 삭제,홈 화면 > 긴 탭 구글 위젯 > 홈 화면에서 삭제,"레이아웃 경계 표시 켜기 및 홈 화면에서 Google 위젯 삭제 시, MIVE 홈 런처가 강제종료되지 않아야 함",NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 삭제 = mutation; 상태 토글 = mutation; 홈/설정 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
24.Launcher,222.0,위젯 추가,1. 홈화면 > 홈화면 길게 누름 > 위젯 > 위젯 추가화면에서 검색,검색이 가능하도록 키보드 화면이 생성되어야하며 검색시 해당 위젯이 표시되어야 함,INPUT_REQUIRED,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
24.Launcher,223.0,홈화면,홈화면 > 앱서랍 > 앱 검색 > 초성검색 (ㄱ or ㄴ or ㄷ...),1. 초성이 들어간 모든 앱이 검색되어야 한다. 2. 검색한 글자가 앱 이름에 하이라이트 처리가 되야한다.,INPUT_REQUIRED,REVIEW_QUEUE,cue: input 포함 — 재설계/표본 검토,cue_auto
24.Launcher,172.0,앱 서랍,앱 서랍 > 아이콘을 폴더로 드래그 > 열린 폴더 화면 놓기,폴더가 열린 상태에서 앱아이콘을 이동시킬 경우 앱 아이콘이 추가로 생성되지 않는지 확인,INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 데이터 이동/복사 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
24.Launcher,189.0,배경화면 및 스타일,1. 홈화면 길게 누르기 > 배경화면 및 스타일 > 앱 그리드 4x5 선택 2. 홈화면 길게 누르기 > 배경화면 및 스타일 > 앱 그리드 5x5 선택,"1. 앱이 4x5으로 정렬, 표시됨 2. 앱이 5x5으로 정렬, 표시됨",INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 홈/설정 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
13.Status bar,1.0,,Status bar 시간 확인,Status bar에 현재시간이 정확히 표시되어야 한다.,READ_ONLY,KEEP,시간 표시 observe — 시스템 시간 3-way 대조 가능,human_confirmed
13.Status bar,6.0,,Status bar 알람 아이콘 확인,알람 아이콘이 생성된다.,READ_ONLY,REVIEW_QUEUE,cue: pre fixture 전제,cue_auto
13.Status bar,7.0,,Status bar 방해금지모드 아이콘 확인,방해금지모드 아이콘이 생성된다.,READ_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
13.Status bar,8.0,,Status bar Sound 아이콘 확인,Sound 아이콘 없이 설정된다.,READ_ONLY,REVIEW_QUEUE,cue: pre fixture 전제,cue_auto
13.Status bar,9.0,,Status bar Vibrate 아이콘 확인,Vibrate 아이콘이 생성된다.,READ_ONLY,REVIEW_QUEUE,cue: pre fixture 전제,cue_auto
13.Status bar,10.0,,Status bar Mute 아이콘 확인,Mute아이콘이 생성된다.,READ_ONLY,REVIEW_QUEUE,cue: pre fixture 전제,cue_auto
13.Status bar,12.0,,Status bar HD Voice아이콘 확인,HD Voice 아이콘이 생성된다.,READ_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
13.Status bar,13.0,,Status bar Data 아이콘 확인,LTE+ 아이콘이 생성된다.,READ_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
13.Status bar,14.0,,Status bar Data 아이콘 확인,LTE 아이콘이 생성된다.,READ_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
13.Status bar,15.0,,Status bar Data 아이콘 확인,3G 아이콘이 생성된다.,READ_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
13.Status bar,16.0,,Status bar 각 종 환경에 따른 신호세기 아이콘 확인,정해진 신호세기에 따라 신호 강도아이콘이 변해야 한다.,READ_ONLY,EXCLUDE,직독: mutation·외부효과·환경제어가 검증 주제 — observe 분리 불가,human_confirmed
13.Status bar,17.0,,Status bar Battery 아이콘 확인,배터리 양에 따라 배터리 아이콘이 표시되어야 한다.,READ_ONLY,EXCLUDE,직독: mutation·외부효과·환경제어가 검증 주제 — observe 분리 불가,human_confirmed
13.Status bar,18.0,,아이콘 확인,아이콘이 글머리로 표시되는지 확인 (이미지 NO.1참고),READ_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
13.Status bar,19.0,,아이콘 노출 갯수 확인,"화면 중앙을 중심으로 좌측은 좌->우 3개까지 표시, 화면 중앙을 중심으로 우측은 우->좌 5개까지 표시되는지 확인",READ_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
13.Status bar,20.0,통신사 SKT,Status bar 홈화면 통신사 아이콘 확인,Status bar 좌측 SKT 아이콘이 표시된다.,READ_ONLY,KEEP,carrier SIM blocking pre — status bar 아이콘 observe (해당 SIM 장착 시 유효),human_confirmed
13.Status bar,21.0,통신사 SKT,Status bar 잠금화면 통신사 아이콘 확인,Status bar 좌측 SK Telecom 아이콘이 표시된다.,READ_ONLY,KEEP,carrier SIM blocking pre — status bar 아이콘 observe (해당 SIM 장착 시 유효),human_confirmed
13.Status bar,22.0,통신사 SKT,홈화면 > 퀵패널 > Status bar 통신사 아이콘 확인,Status bar 우측 SKT 아이콘이 표시된다.,READ_ONLY,KEEP,carrier SIM blocking pre — status bar 아이콘 observe (해당 SIM 장착 시 유효),human_confirmed
13.Status bar,23.0,통신사 LG U+,Status bar 홈화면 통신사 아이콘 확인,Status bar 좌측 U+ 아이콘이 표시된다.,READ_ONLY,KEEP,carrier SIM blocking pre — status bar 아이콘 observe (해당 SIM 장착 시 유효),human_confirmed
13.Status bar,24.0,통신사 LG U+,Status bar 잠금화면 통신사 아이콘 확인,Status bar 좌측 LG U+ 아이콘이 표시된다.,READ_ONLY,KEEP,carrier SIM blocking pre — status bar 아이콘 observe (해당 SIM 장착 시 유효),human_confirmed
13.Status bar,25.0,통신사 LG U+,홈화면 > 퀵패널 > Status bar 통신사 아이콘 확인,Status bar 우측 U+ 아이콘이 표시된다.,READ_ONLY,KEEP,carrier SIM blocking pre — status bar 아이콘 observe (해당 SIM 장착 시 유효),human_confirmed
13.Status bar,26.0,통신사 KT,Status bar 홈화면 통신사 아이콘 확인,Status bar 좌측 KT 아이콘이 표시된다.,READ_ONLY,KEEP,carrier SIM blocking pre — status bar 아이콘 observe (해당 SIM 장착 시 유효),human_confirmed
13.Status bar,27.0,통신사 KT,Status bar 잠금화면 통신사 아이콘 확인,Status bar 좌측 KT 아이콘이 표시된다.,READ_ONLY,KEEP,carrier SIM blocking pre — status bar 아이콘 observe (해당 SIM 장착 시 유효),human_confirmed
13.Status bar,28.0,통신사 KT,홈화면 > 퀵패널 > Status bar 통신사 아이콘 확인,Status bar 우측 KT 아이콘이 표시된다.,READ_ONLY,KEEP,carrier SIM blocking pre — status bar 아이콘 observe (해당 SIM 장착 시 유효),human_confirmed
13.Status bar,29.0,,음성 Call 통화중 > 통화 녹음 Tap > Status bar 통화녹음 아이콘 확인,Status bar 통화녹음 아이콘이 표시된다.,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: send/call 외부효과; 미디어 캡처 = 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
13.Status bar,30.0,,Status bar 이어폰 아이콘확인,Status bar 이어폰 아이콘이 표시된다.,READ_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
13.Status bar,31.0,,Status bar Battery 아이콘 확인,Status bar 배터리 아이콘이 빨간색으로 표시된다.,READ_ONLY,EXCLUDE,직독: mutation·외부효과·환경제어가 검증 주제 — observe 분리 불가,human_confirmed
13.Status bar,32.0,,Status bar Touch Screen Lock 아이콘 확인,Status bar Touch Screen Lock 아이콘이 표시된다.,READ_ONLY,REVIEW_QUEUE,cue: pre fixture 전제,cue_auto
30.Voice Recorder,25.0,앱 실행,Voice Recorder 앱 선택,"1. Voice Recorder 앱 실행 된다. 2. App Title ""음성 녹음"" 노출된다 3. 녹음 파일 목록 버튼이 노출된다 4. 실행 화면의 시간은 00:00으로 노출된다 5. 녹음버튼이 노출된다",NAVIGATION_ONLY,KEEP,직독: 관찰 전용 진입/노출 — mutation·input·외부효과 0,human_confirmed
30.Voice Recorder,26.0,녹음 시작,Voice Recorder > 녹음 버튼 Tap,1. Pause 버튼과 Stop 버튼이 표시된다 2. '녹음 중' 문구가 표시된다 3. 녹음 시간이 카운트 된다 4. 녹음 파일명이 표시된다 5. 음성 입력이 있을 경우 그래프화 된다,INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,27.0,녹음 후 방치,Voice Recorder > 녹음 버튼 Tap > 녹음 > Screen Off됨 > Screen On 후 녹음 확인,녹음 중지 버튼을 누를 때까지 녹음이 종료되지 않는다.,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,30.0,녹음 일시정지,1. Voice Recorder > 녹음 버튼 Tap 2. 일시 정지 버튼 Tap,1. 일시 정지 버튼이 녹음 시작 버튼으로 변경된다 2. '녹음 중' 문구가 '일시정지' 문구로 변경 표시된다 3. 녹음 시간이 카운트가 중지 된다 4. 녹음 파일명이 표시된다 5. 음성 입력 그래프가 중지 된다,INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 변경 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,32.0,녹음 재시작,1. Voice Recorder > 녹음 버튼 Tap 2. 일시 정지 버튼 Tap 3. 녹음 버튼 Tap,1. 녹음이 이어서 진행 된다,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,33.0,녹음 저장,녹음 진행 중 정지 버튼 Tap,"1. 녹음 파일 저장 팝업 노출된다 1-1. ""녹음 파일 저장 중 "" 1-2. "" 녹음 파일이 저장되었습니다. "" 2. 파일명이 자동 생성 노출된다 (형식 명칭 : 음성_yymm_hhmmss.m4a) 3. 취소/확인 버튼 노출된다",NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 저장 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,34.0,녹음 저장 - 취소,1. 녹음 진행 중 정지 버튼 Tap 2. 취소 버튼 선택,1. 녹음파일 저장이 취소된다 2. 녹음파일 목록에 추가되지 않는다,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 저장 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,35.0,녹음 저장 - 저장,1. 녹음 진행 중 정지 버튼 Tap 2. 저장 버튼 선택,1. 입력된 이름으로 해당 녹음파일 저장된다 2. 녹음파일 목록에 추가 된다 2-1. '녹음파일이 저장되었습니다. 1시간이상 녹음할 수 없습니다. ' 팝업창 노출,INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 저장 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,36.0,녹음 저장 - 중복이름,[정지] 탭 > 이미 저장되어있는 음성녹음 파일과 동일한 이름으로 변경 >확인 버튼이 비활성화 되는지 확인,"1. 이름 인풋박스 하단에 안내 문구가 한글로 노출된다. "" 같은 이름의 파일이 이미 있습니다. "" 2. [확인] 버튼이 비활성화된다.",INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 저장 = mutation; 상태 토글 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,37.0,녹음 저장 - 공백,1. 녹음 진행 중 정지 버튼 Tap 2. 저장 버튼 선택 3. 파일명 아무것도 입력하지 않고 확인 버튼 선택,"1. 녹음 저장 Input박스 하단에 안내 문구 노출된다. "" 파일명을 입력해 주세요. "" 2. [확인] 버튼이 비활성화된다.",INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 저장 = mutation; 상태 토글 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,38.0,녹음 저장 - 최대 글자 수,"1. 녹음 진행 중 정지 버튼 Tap 2. 저장 버튼 선택 3. 파일명 최대 글자 수 초과하여 입력 - 한글, 영문, 숫자, 특수문자 포함하여 최대 40자 이상 입력","1. 녹음 저장 Input박스 하단에 안내 문구 노출된다. "" 더 이상 입력할 수 없습니다. "" 2. [확인] 버튼이 비활성화된다.",INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 저장 = mutation; 상태 토글 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,39.0,녹음 저장 - 특수 문자,"1. 녹음 진행 중 정지 버튼 Tap 2. 저장 버튼 선택 3. 파일명에 특수 문자 입력( /, “, :, *, ? )","1. 녹음 저장 Input박스 하단에 안내 문구 노출된다. "" /, “, :, *, ? 는 입력할 수 없습니다. "" 2. [확인] 버튼이 비활성화된다.",INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 저장 = mutation; 상태 토글 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,40.0,녹음 파일 이름 변경,1. 라디오 앱 Tap > 파일 목록 Tap > 녹음된 음성 파일 Tap > 이름변경 아이콘 Tap > 새로운 이름 Input > 확인 Tap,1. input 박스에 입력한 새로운 이름으로 파일 이름이 변경되며 토스트메세지가 노출된다. 1-1. ' 변경되었습니다. ',INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 변경 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
