sheet,tc_id,functionality,procedure,expected,classification,cue,judge_method
15.Lockscreen,47.0,잠금 화면 알림 - 민감한 콘텐츠 표시,설정 > 디스플레이 > 잠금 화면 > 개인 정보 보호 > 민감한 콘텐츠는 잠금이 해제되었을 때만 표시 선택,잠금 화면에서 알림 발생시 알림 발생한 앱은 노출되지만 알림 내용은 노출되어선 안됨,EXCLUDE,토글,human_confirmed
15.Lockscreen,48.0,잠금 화면 알림 - 알림 표시 안함,설정 > 디스플레이 > 잠금 화면 > 개인 정보 보호 > 알림 표시 안함 선택,잠금 화면에서 알림 발생되어선 안됨,REVIEW_QUEUE,fixture pre,cue_auto
17.Safety Feature,4.0,Press Power key,Care message is sent out in time,OK,EXCLUDE,cue 무해,human_confirmed
17.Safety Feature,5.0,Press Other keys,Care message is sent out in time,OK,EXCLUDE,cue 무해,human_confirmed
17.Safety Feature,6.0,Receive Call,Care message is sent out in time,OK,EXCLUDE,cue 무해,human_confirmed
17.Safety Feature,7.0,Receive Message,Care message is sent out in time,OK,EXCLUDE,cue 무해,human_confirmed
17.Safety Feature,8.0,Receive Messages from other app service,Care message is sent out in time,OK,EXCLUDE,cue 무해,human_confirmed
17.Safety Feature,11.0,Connect/disconnect charging cable,Care message is sent out in time,OK,EXCLUDE,cue 무해,human_confirmed
17.Safety Feature,12.0,Close Folder,Care message is sent out in time,OK,EXCLUDE,cue 무해,human_confirmed
17.Safety Feature,13.0,,Care message is sent out in time,OK,EXCLUDE,cue 무해,human_confirmed
17.Safety Feature,14.0,Press Side key,Care message is sent out in time,OK,EXCLUDE,cue 무해,human_confirmed
17.Safety Feature,15.0,Press Volume key,Care message is sent out in time,OK,EXCLUDE,cue 무해,human_confirmed
17.Safety Feature,19.0,Alarms,Care message is sent out in time,OK,EXCLUDE,cue 무해,human_confirmed
17.Safety Feature,20.0,Notifications,Care message is sent out in time,OK,EXCLUDE,cue 무해,human_confirmed
17.Safety Feature,21.0,Connect charging cable,Care message is sent out in time,OK,EXCLUDE,cue 무해,human_confirmed
17.Safety Feature,22.0,Open Folder > Backlight Off,Care message is sent out in time,OK,EXCLUDE,cue 무해,human_confirmed
17.Safety Feature,23.0,안심 메시지 > 폴더 개폐 동작,1. 설정 > 안심기능 > 안심 메시지 선택 2. 폴더 개폐 확인 설정값을 On으로 변경한다,1. 폴더 개폐 확인 메뉴 하단에 확인 주기 메뉴 노출된다 2. 확인 주기 시간 설정 값은 하기와 같다 - 36시간(Default)으로 설정된다,EXCLUDE_CANDIDATE_UNREVIEWED,변경,cue_auto
17.Safety Feature,24.0,안심 메시지 > 폴더 개폐 동작,1. 설정 > 안심기능 > 안심 메시지 선택 2. 폴더 개폐 확인 설정값을 On으로 변경한다 3. 확인 주기 영역을 Tap 한다,1.폴더 개폐 확인 주기 팝업창 노출된다 2. 확인 주기 시간 설정 값은 하기와 같다 -24시간 / 36시간(Default) / 48시간 / 60시간,REVIEW_QUEUE,변경,human_confirmed
17.Safety Feature,25.0,안심 메시지 > 폴더 개폐 동작,1. 설정 > 안심기능 > 안심 메시지 선택 2. 폴더 개폐 확인 설정값을 Off로 설정한다,1. 폴더 개폐 확인 주기가 Off로 설정된다 2. 폴더 개폐에 따른 안심메시지 기능동작 안된다.,REVIEW_QUEUE,fixture pre,cue_auto
17.Safety Feature,36.0,안심 메시지 > 물리 키 동작,1. 설정 > 안심기능 > 안심 메시지 선택 2. 물리키 입력 확인 설정값을 On으로 변경한다,1. 물리키 입력 확인 메뉴 하단에 확인 주기 메뉴 노출된다 2. 확인 주기 시간 설정 값은 하기와 같다 - 36시간(Default)으로 설정된다,EXCLUDE_CANDIDATE_UNREVIEWED,변경,cue_auto
17.Safety Feature,37.0,안심 메시지 > 물리 키 동작,1. 설정 > 안심기능 > 안심 메시지 선택 2. 물리키 입력 확인 설정값을 On으로 변경한다 3. 확인 주기 영역을 Tap 한다,1. 물리키 입력 체크 주기 팝업창 노출된다 2. 확인 주기 시간 설정 값은 하기와 같다 - 24시간 / 36시간(Default) / 48시간 / 60시간,REVIEW_QUEUE,변경,human_confirmed
17.Safety Feature,38.0,안심 메시지 > 물리 키 동작,1. 설정 > 안심기능 > 안심 메시지 선택 2. 물리키 입력 확인 설정값을 Off로 설정한다,1. 물리키 입력 체크 주기가 Off로 설정된다 2. 물리키 입력에 따른 안심메시지 기능동작 안된다.,REVIEW_QUEUE,input,cue_auto
17.Safety Feature,구분,물리키,확인결과,확인자,EXCLUDE,cue 무해,human_confirmed
2.Touch lock,4.0,Screen Touch lock,홈 화면 아무곳이나 터치,터치 스크린 락 잠겨있어 '#' 버튼 길게 눌러 해제하라는 토스트 팝업 발생한다.,EXCLUDE_CANDIDATE_UNREVIEWED,토글,cue_auto
2.Touch lock,9.0,Screen Touch lock,1. Touch lock 'ON' 상태에서 폴더 Close 2. 폴더 Open 후 Touch lock 유지 확인,Touch lock 'ON' 유지된다,EXCLUDE,cue 무해,human_confirmed
20.Dura speed,1.0,,설정 > Dura Speed > Dura Speed On (Default),Dura Speed On상태(Default) / 각각의 앱들은 Off상태 (Default),KEEP,cue 무해,human_confirmed
20.Dura speed,5.0,,설정 > Dura Speed > Dura Speed On > 더 보기 > 제한 기록,제한된 앱 리스트 표시됨,KEEP,cue 무해,human_confirmed
20.Dura speed,7.0,,설정 > Dura Speed > Dura Speed On > 더 보기 > 모두 끄기 > 가장 하단에 있는 앱 4개정도 On > 스크롤 UP/Down,On되어 있는 앱들 유지되어야 함,EXCLUDE_CANDIDATE_UNREVIEWED,토글,cue_auto
20.Dura speed,8.0,,설정 > Dura Speed > Dura Speed On > 더 보기 > 모두 켜기 > Back > Dura Speed,다시 Dura Speed 진입 했을때 설정값 유지되어야 함,EXCLUDE_CANDIDATE_UNREVIEWED,토글,cue_auto
20.Dura speed,9.0,,설정 > Dura Speed > Dura Speed On > 더 보기 > 모두 끄기 > Back > Dura Speed,다시 Dura Speed 진입 했을때 설정값 유지되어야 함,EXCLUDE_CANDIDATE_UNREVIEWED,토글,cue_auto
20.Dura speed,10.0,,설정 > Dura Speed > Dura Speed On > 더 보기 > 모두 켜기 > Dura Speed Off Back > Dura Speed,다시 Dura Speed 진입 했을때 설정값 유지되어야 함,EXCLUDE_CANDIDATE_UNREVIEWED,토글,cue_auto
20.Dura speed,11.0,,설정 > Dura Speed > Dura Speed On > 더 보기 > 모두 끄기 > Dura Speed Off > Back > Dura Speed,다시 Dura Speed 진입 했을때 설정값 유지되어야 함,EXCLUDE_CANDIDATE_UNREVIEWED,토글,cue_auto
3.Sub LCD,2.0,Sub LCD (Basic rule),폴더 열기 > 폴더 닫기,폴더를 열고 닫을때마다 Sub LCD는 켜짐,EXCLUDE,cue 무해,human_confirmed
3.Sub LCD,3.0,Sub LCD (Basic rule),폴더 닫힘 > 폴더 열기,폴더를 닫고 때마다 Sub LCD는 꺼짐,EXCLUDE,cue 무해,human_confirmed
3.Sub LCD,4.0,Sub LCD (Basic rule),폴더 열기 > 폴더 닫기 > 동작안함,동작이 없으면 8초후 Sub LCD가 꺼져야 함,EXCLUDE,cue 무해,human_confirmed
3.Sub LCD,29.0,알람 중 Sub LCD,폴더 닫힘 > (라벨 없음) 알람 발생,1. 알람 시간 표시 2. 알람 아이콘 표시 3. 알람 문구 표시 알람을 중지하려면 사용자가 폴더를 열고 중지해야 함,EXCLUDE,cue 무해,human_confirmed
3.Sub LCD,33.0,알람 중 Sub LCD,폴더 닫힘 > (라벨 있음) 알람 발생,1. 알람 시간 표시 2. 알람 아이콘 표시 3. 알람라벨 표시 알람을 중지하려면 사용자가 폴더를 열고 중지해야 함,EXCLUDE,cue 무해,human_confirmed
3.Sub LCD,34.0,타이머 진행중 Sub LCD,폴더 닫힘 > Sub LCD 확인,1. 타이머 시간 표시 2. 타이머 아이콘 표시 3. 타이머 문구 표시,EXCLUDE,cue 무해,human_confirmed
3.Sub LCD,36.0,타이머 진행중 Sub LCD,폴더 닫힘 > Sub LCD 확인,1. 타이머 시간 표시 2. 타이머 아이콘 표시 3. 추가 타이머 문구(라벨) 표시,EXCLUDE,cue 무해,human_confirmed
3.Sub LCD,37.0,타이머 진행중 Sub LCD,폴더 닫힘 > 타이머 실행중 > 타이머 종료,현재 시간표시되고 타이머 알람 발생함,EXCLUDE,cue 무해,human_confirmed
3.Sub LCD,38.0,라디오 재생중 Sub LCD,폴더 닫힘 > Sub LCD 확인,1. 현재 듣는 라디오 주파수 표시됨 2. 라디오 문구 표시됨 (라디오가 재생되는 동안 사용자가 폴더를 닫을 때마다 이 화면이 표시됨),EXCLUDE,cue 무해,human_confirmed
3.Sub LCD,40.0,라디오 재생중 Sub LCD,폴더 닫힘 > 이어마이크 탈착 > Sub LCD 확인,라디오 멈추고 기본화면(시계화면) 표시됨 (방치시 8초후 Sub LCD off됨),EXCLUDE_CANDIDATE_UNREVIEWED,시간/전원,cue_auto
3.Sub LCD,41.0,라디오 재생중 Sub LCD,1. 라디오 앱 실행후 Sleep Timer설정 2. 폴더 닫고 Sub LCD확인,Sub LCD에 Sleep Timer 표시됨,EXCLUDE,cue 무해,human_confirmed
3.Sub LCD,42.0,음악 재생중 Sub LCD,폴더 닫힘 > Sub LCD 확인,1. 노레 제목 표시됨 2. 아티스트 이름 표시됨 (음악이 재생되는 동안 사용자가 폴더를 닫을 때마다 이 화면이 표시됨),EXCLUDE,cue 무해,human_confirmed
3.Sub LCD,43.0,음악 재생중 Sub LCD,폴더 닫힘 > Sub LCD 확인,1. 노레 제목 표시됨(왼쪽으로 흐름) 2. 아티스트 이름 표시됨 (Sub LCD가 켜질 때마다 노래 제목이 표시됨),EXCLUDE,cue 무해,human_confirmed
3.Sub LCD,44.0,음악 재생중 Sub LCD,폴더 닫힘 > Sub LCD 확인 > 방치,8초후 LCD Off됨,EXCLUDE_CANDIDATE_UNREVIEWED,시간/전원,cue_auto
3.Sub LCD,45.0,음악 재생중 Sub LCD,폴더 닫힘 > 이어 마이크 탈착,음악 멈추고 날짜 및 시계 화면 표시됨 (방치시 8초후 Sub LCD Off됨),EXCLUDE_CANDIDATE_UNREVIEWED,시간/전원,cue_auto
3.Sub LCD,51.0,배터리 아이콘,1. 폴더 닫힘 > 충전기 장착 2. 폴더 닫힘 > 충전기 장착 > 충전기 탈착 3. 폴더 닫힘 > 충전기 장착 > 충전기 탈착 > 8초 대기,1. 배터리 아이콘 초록색 표시 되고 번개아이콘 표시 2. 배터리아이콘은 휜색으로 표시 되고 번개아이콘이 사라진다. 3. LCD 화면이 OFF 됨,EXCLUDE_CANDIDATE_UNREVIEWED,시간/전원,cue_auto
3.Sub LCD,56.0,배터리 아이콘 거치대 충전기,1. 폴더 닫힘 > 거치대 충전기 장착 > LCD 확인,1. 배터리 아이콘 충전 표시 초록색으로 표시 번개아이콘이 표시 2. LCD ON 유지 배터리아이콘 초록색 유지 번개아이콘 유지,EXCLUDE_CANDIDATE_UNREVIEWED,시간/전원,cue_auto
3.Sub LCD,57.0,배터리 아이콘 거치대 충전기,1. 폴더 닫힘 > 거치대 충전기 장착 > LCD 확인 1. 폴더 닫힘 > 거치대 충전기 장착 > LCD 확인 > 8초 대기,1. 배터리 아이콘 충전 표시 초록색으로 표시 번개아이콘이 표시 2. LCD ON 유지 배터리아이콘 초록색 유지 번개아이콘 유지,EXCLUDE_CANDIDATE_UNREVIEWED,시간/전원,cue_auto
3.Sub LCD,58.0,배터리 아이콘 거치대 충전기,1. 기기 OFF > 폴더 닫힘 > 거치대 충전기 장착 > LCD 확인,1. 배터리아이콘 충전 표시 초록색 유지 번개아이콘 유지 100% 문구도 표시 충전기에 연결되어 있을동안 LCD가 유지.,EXCLUDE_CANDIDATE_UNREVIEWED,시간/전원,cue_auto
3.Sub LCD,65.0,부팅시 Sub LCD,1. Phone Off > 폴더 닫기 > 전원키로 부팅 2. Phone Off > 폴더 열기 > 전원키로 부팅,1. Main LCD / Sub LCD에서 부팅 애니메이션 표시됨 2. Main LCD / Sub LCD에서 부팅 애니메이션 표시됨,EXCLUDE,cue 무해,human_confirmed
33.Near Medi,5.0,,니어메디 > 병원찾기 탭 > 더 보기(탭 / OK Key),"표시되는 병원이 11곳 이상일 경우, 상위 10개의 병원 리스트의 하단에 배치",REVIEW_QUEUE,cue 무해,human_confirmed
33.Near Medi,6.0,,니어메디 > 병원찾기 탭 > 더 보기(탭 / OK Key) > 더 보기(탭 / OK Key),1. 리스트 하단으로 검색결과 10개씩 추가 2. 현재 위치 3km반경 내 병원이 10개 이하일 경우 혹은 모든 병원 리스트 표시가 완료된 경우 더 이상 버튼을 표시하지 않음,REVIEW_QUEUE,cue 무해,human_confirmed
33.Near Medi,7.0,,니어메디 > 병원찾기 탭(검색 결과가 없을경우),"리스트가 없을 경우 해당 내용을 표시함 """" 검색 결과가 없습니다""",REVIEW_QUEUE,input,cue_auto
33.Near Medi,8.0,,니어메디 > 약국 찾기 탭,1. 현재 위치 기준으로 가까운 약국들이 10개 단위로 표시 2. 약국명 / 영업시간 / 거리 / 전화번호 / 주소 / 지도버튼 / 전화연결버튼이 표시됨,REVIEW_QUEUE,cue 무해,human_confirmed
33.Near Medi,12.0,,1. 니어메디 > 약국 찾기,화면에 '검색 결과가 없습니다.' 표시됨,REVIEW_QUEUE,cue 무해,human_confirmed
33.Near Medi,14.0,,1. 니어메디 > 약국 찾기 2. 표시된 약국 지도에 포커싱 후 확인버튼,2. 구글맵으로 연결되며 해당 약국의 이름과 위치가 표시됨,REVIEW_QUEUE,cue 무해,human_confirmed
33.Near Medi,15.0,,1. 니어메디 > 약국 찾기 2. 표시된 약국 전화에 포커싱 후 확인버튼,"1. 전화앱이 열리고, 해당 약국의 번호가 다이얼 패드에 자동으로 입력됨 2. 다이얼화면에 약국 전화번호가 표시됨",REVIEW_QUEUE,cue 무해,human_confirmed
33.Near Medi,16.0,,1. 니어메디 > 앱 정보,1. 앱 버전 / 위치기반서비스 이용약관 / 오픈소스 라이선스 / 병원/약국 정보 출처 항목이 표시됨,KEEP,cue 무해,human_confirmed
33.Near Medi,17.0,,1. 니어메디 > 앱 정보 > 위치기반서비스 이용약관,이용약관이 표시됨,KEEP,cue 무해,human_confirmed
33.Near Medi,18.0,,1. 니어메디 > 앱 정보 > 오픈소스 라이선스,오프소스 라이선스가 표시됨,KEEP,cue 무해,human_confirmed
33.Near Medi,20.0,위치정보 사용 고지,1. 니어메디 실행,1. 위치 사용 고지 확인창 팝업 2. 취소 / 확인 버튼 표시,REVIEW_QUEUE,cue 무해,human_confirmed
33.Near Medi,30.0,위치 설정 팝업,1. 니어메디 실행 2. 위치 설정 팝업에서 앱 종료 버튼 선택,1. 앱 종료 됨,REVIEW_QUEUE,cue 무해,human_confirmed
33.Near Medi,31.0,위치 설정 팝업,1. 니어메디 실행 2. 위치 설정 팝업에서 설정 버튼 선택,1. DUT 세팅의 위치 설정화면으로 전환됨,REVIEW_QUEUE,cue 무해,human_confirmed
33.Near Medi,36.0,"위치서비스, 위치정확도 팝업",1. 니어메디 실행 2. 메인 화면에서 병원 찾기 선택 3. 병원 List 화면에서 DUT Location Off 설정 4. 지움 / 취소 선택 5. 병원 / 약국 찾기 선택,"1. 위치서비스,위치정확도가 꺼져 있으면 앱을 사용할 수 없습니다. 2. 취소 / 설정",EXCLUDE,cue 무해,human_confirmed
33.Near Medi,38.0,"위치서비스, 위치정확도 팝업",1. 니어메디 실행 2. 메인 화면에서 병원 찾기 선택 3. 병원 List 화면에서 DUT Location Off 설정 4. 리스트에서 지도 버튼 선택,1. 구글 지도 화면으로 전환 되어 해당 병원 표시,EXCLUDE,cue 무해,human_confirmed
33.Near Medi,39.0,"위치서비스, 위치정확도 팝업",1. 니어메디 실행 2. 메인 화면에서 병원 찾기 선택 3. 병원 List 화면에서 DUT Location Off 설정 4. 리스트에서 전화 버튼 선택,1. 해당 병원/약국 번호가 입력된 상태의 다이얼러 화면으로 전환,EXCLUDE,cue 무해,human_confirmed
33.Near Medi,44.0,인터넷 사용 불가 팝업,1. 니어메디 실행 2. 확인 버튼 선택,1. 니어메디 앱 종료 됨,REVIEW_QUEUE,cue 무해,human_confirmed
33.Near Medi,47.0,해외에서 접근 시,1. 니어메디 실행,"1. ""니어메디는 국내전용 앱이며, 해외에서 사용 불가능합니다."" 팝업 처리 2. 확인 버튼 표시",EXCLUDE,cue 무해,human_confirmed
33.Near Medi,48.0,해외에서 접근 시,1. 니어메디 실행 2. 팝업창에서 확인 버튼 선택,1. 앱 종료 후 이전 실행화면 표시됨,EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),2.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap 2. 정각 알림 읽어주기 ON,1. 알림 시작 시간( 오전 08:00 ) 2. 알림 종료 시간 (오후 08: 00) 3. 알림 요일( 매일 ) 이 default값으로 노출된다.,REVIEW_QUEUE,cue 무해,human_confirmed
4.Voice notification (TTS),3.0,정각 알림 읽어주기,알람 시작 시간 Tap,"1. 시작 시간 설정 팝업창이 노출되며 ,시간을 설정할 수 있는 박스가 노출된다. 1-1 . 해당 박스는 설정 > 시계 설정 페이지의 박스와 동일하다.",REVIEW_QUEUE,cue 무해,human_confirmed
4.Voice notification (TTS),4.0,정각 알림 읽어주기,1. 알람 시작 시간 Tap > 키보드 Tap > 임의 시간 입력 > 확인 Tap 2. 알람 시작 시간 Tap > 시계 UI Tap 하여 시간 설정 > 확인,1. 시작 시간 설정 팝업창이 닫히며 알림 시작 시간 하단에 지정한 값이 노출된다.,REVIEW_QUEUE,input,cue_auto
4.Voice notification (TTS),5.0,정각 알림 읽어주기,알람 종료시간 Tap,"1. 종료 시간 설정 팝업창이 노출되며 ,시간을 설정할 수 있는 박스가 노출된다. 1-1 . 해당 박스는 설정 > 시계 설정 페이지의 박스와 동일하다.",REVIEW_QUEUE,cue 무해,human_confirmed
4.Voice notification (TTS),6.0,정각 알림 읽어주기,1. 알람 종료 시간 Tap > 키보드 Tap > 임의 시간 입력 > 확인 Tap 2. 알람 종료 시간 Tap > 시계 UI Tap 하여 시간 설정 > 확인,1. 종료 시간 설정 팝업창이 닫히며 알림 종료 시간 하단의 지정한 값이 노출된다.,REVIEW_QUEUE,input,cue_auto
4.Voice notification (TTS),7.0,정각 알림 읽어주기,알림 요일 Tap,1. 매일 / 주중 / 주말 / 취소/ 확인으로 이뤄져 있다. 2. 매일 / 주중 / 주말을 탭했을때 각각의 버튼 옆의 라디오 버튼이 활성화되어야하며 중복 활성화되지 않아야 한다. 2-1. 매일 값이 default이다.,EXCLUDE_CANDIDATE_UNREVIEWED,토글,cue_auto
4.Voice notification (TTS),8.0,정각 알림 읽어주기,1. 알림 요일 Tap 2. 임의 버튼 선택 후 확인 Tap,1. 알림 요일 설정 팝업창이 닫히며 알림 요일 하단에 해당 값이 노출된다.,EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),9.0,정각 알림 읽어주기,1. 알림 요일 Tap 2. 임의 버튼 선택 후 취소 Tap,1. 알림 요일 설정 팝업창이 닫히며 알림 요일 하단에 이전 값이 그대로 남아있어야 한다.,REVIEW_QUEUE,cue 무해,human_confirmed
4.Voice notification (TTS),10.0,정각 알림 읽어주기 - TTS 동작,1. 설정 > 알림 읽어주기 Tap 2. 정각 알림 읽어주기 On > 알림 시작 시간 ~ 종료 시간 오전 시간대의 시간 설정 3.오전시간 TTS 음성 문구 확인,"1. 정각이 되었을 때 해당 시각에 대한 알림이 음성으로 노출된다. 2. 알림 시작 시간 ~ 알림 종료 시간까지 동작하며, 설정된 알림 요일 내에서만 음성알림이 노출된다. 3. TTS 오전 시간 음성 알림이 해당 문구와 일치하는지 확인 - 1 AM: [KOR] 오전 1시 입니다. [ENG] It is 1 AM - 2 AM: [KOR] ​오전 2시 입니다. [ENG] It is 2 AM​ - 3 AM: [KOR] ​오전 3시 입니다. [ENG] It is 3 AM​ - 4 AM: [KOR] ​오전 4시 입니다. [ENG] It is 4 AM​ - 5 AM: [KOR] ​오전 5시 입니다. [ENG] It is 5 AM​ - 6 AM: [KOR] ​오전 6시 입니다. [ENG] It is 6 AM​ - 7 AM: [KOR] ​오전 7시 입니다. [ENG] It is 7 AM​ - 8 AM: [KOR] ​오전 8시 입니다. [ENG] It is 8 AM​ - 9 AM: [KOR] ​오전 9시 입니다. [ENG] It is 9 AM​ - 10 AM: [KOR] ​오전 10시 입니다. [ENG] It is 10 AM​ - 11 AM: [KOR] ​오전 11시 입니다. [ENG] It is 11 AM​",EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),11.0,정각 알림 읽어주기 - TTS 동작,1. 설정 > 알림 읽어주기 Tap 2. 정각 알림 읽어주기 On > 알림 시작 시간 ~ 종료 시간 정오 시간대의 시간 설정 3. 정오 시간 TTS 음성 문구 확인,"1. TTS 정오 정각 음성 알림이 해당 문구와 일치하는지 확인 - 12 PM: [KOR] ​낮 12시, 정오입니다. [ENG] It is 12 PM",EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),12.0,정각 알림 읽어주기 - TTS 동작,1. 설정 > 알림 읽어주기 Tap 2. 정각 알림 읽어주기 On > 알림 시작 시간 ~ 종료 시간 오후 시간대의 시간 설정 3. 오후 시간 TTS 음성 문구 확인,"1. 정각이 되었을 때 해당 시각에 대한 알림이 음성으로 노출된다. 2. 알림 시작 시간 ~ 알림 종료 시간까지 동작하며, 설정된 알림 요일 내에서만 음성알림이 노출된다. 3. TTS 오전 시간 음성 알림이 해당 문구와 일치하는지 확인 - 1 PM: [KOR] 오후 1시 입니다. [ENG] It is 1 PM - 2 PM: [KOR] 오후 2시 입니다. [ENG] It is 2 PM - 3 PM: [KOR] 오후 3시 입니다. [ENG] It is 3 PM - 4 PM: [KOR] 오후 4시 입니다. [ENG] It is 4 PM - 5 PM: [KOR] 오후 5시 입니다. [ENG] It is 5 PM - 6 PM: [KOR] 오후 6시 입니다. [ENG] It is 6 PM - 7 PM: [KOR] 오후 7시 입니다. [ENG] It is 7 PM - 8 PM: [KOR] 오후 8시 입니다. [ENG] It is 8 PM - 9 PM: [KOR] 오후 9시 입니다. [ENG] It is 9 PM - 10 PM: [KOR] 오후 10시 입니다. [ENG] It is 10 PM - 11 PM: [KOR] 오후 11시 입니다. [ENG] It is 11 PM",EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),13.0,정각 알림 읽어주기 - TTS 동작,1. 설정 > 알림 읽어주기 Tap 2. 정각 알림 읽어주기 On > 알림 시작 시간 ~ 종료 시간 자정 시간대의 시간 설정 3. 자정 시간 TTS 음성 문구 확인,"1. TTS 자정 정각 음성 알림이 해당 문구와 일치하는지 확인 -12 AM: [KOR] 밤 12시, 자정입니다. [ENG] It is 12 AM",EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),18.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap 2. 정각 알림 읽어주기 On,음성 알림 동작하지 않는다.,EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),19.0,정각 알림 읽어주기,1. 음성 알림 (TTS) 설정을 ON,음성 알림 동작하지 않고 Talkback 우선 동작됨.,EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),20.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap 2. 정각 알림 읽어주기 On 3. 폴더 닫고 대기,폴더 닫힌 상태에서 정각 알림 울릴 경우 Sub LCD On 된다.,EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),21.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap 2. 정각 알림 읽어주기 On 3. 폴더 닫고 대기,해당 시간이 되어도 동작하지 않는다.,EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),22.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap > 알림 시작 시간 Tap > 오전 nn: nn 분 설정 > 알람 종료 시간 Tap > 알림 종료 시간 오전 nn:nn 설정 > 폴더Open 상태로 대기,1. 설정한 알림 시작 시간 ~ 알림 종료 시간대의 정각 음성 알림이 동작 한다.,EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),23.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap > 알림 시작 시간 Tap > 오전 nn: nn 분 설정 > 알람 종료 시간 Tap > 알림 종료 시간 오전 nn:nn 설정 > 폴더 Close 상태로 대기,1. 설정한 알림 시작 시간 ~ 알림 종료 시간대의 정각 음성 알림이 동작 한다. 2. Sub LCD On 된다.,EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),24.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap > 알림 시작 시간 Tap > 오전 nn: nn 분 설정 > 알람 종료 시간 Tap > 알림 종료 시간 오전 nn:nn 설정 > 핸드폰 시간을 알람 시작/종료 시간대가 아닌 시각 으로 변경 > 정각 음성 알림 동작 확인,"1. 설정한 알림 시작 시간 ~ 알림 종료 시간대의 시각이 아닐경우, 정각 음성 알림이 동작 하지 않는다.",EXCLUDE_CANDIDATE_UNREVIEWED,변경,cue_auto
4.Voice notification (TTS),25.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap > 알림 시작 시간 Tap > 오전 nn: nn 설정 > 알람 종료 시간 Tap > 알림 종료 시간 오후 nn:nn 설정 > 폴더Open 상태로 대기,1. 설정한 알림 시작 시간 ~ 알림 종료 시간대의 정각 음성 알림이 동작 한다.,EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),26.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap > 알림 시작 시간 Tap > 오전 nn: nn 분 설정 > 알람 종료 시간 Tap > 알림 종료 시간 오후 nn:nn 설정 > 폴더 Close 상태로 대기,1. 설정한 알림 시작 시간 ~ 알림 종료 시간대의 정각 음성 알림이 동작 한다. 2. Sub LCD On 된다.,EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),27.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap > 알림 시작 시간 Tap > 오전 nn: nn 분 설정 > 알람 종료 시간 Tap > 알림 종료 시간 오후 nn:nn 설정 > 핸드폰 시간을 알람 시작/종료 시간대가 아닌 시각 으로 변경 > 정각 음성 알림 동작 확인,"1. 설정한 알림 시작 시간 ~ 알림 종료 시간대의 시각이 아닐경우, 정각 음성 알림이 동작 하지 않는다.",EXCLUDE_CANDIDATE_UNREVIEWED,변경,cue_auto
4.Voice notification (TTS),28.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap > 알림 시작 시간 Tap > 오후 nn: nn 설정 > 알람 종료 시간 Tap > 알림 종료 시간 오후 nn:nn 설정 > 폴더Open 상태로 대기,1. 설정한 알림 시작 시간 ~ 알림 종료 시간대의 정각 음성 알림이 동작 한다.,EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),29.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap > 알림 시작 시간 Tap > 오후 nn: nn 설정 > 알람 종료 시간 Tap > 알림 종료 시간 오후 nn:nn 설정 > 폴더Close상태로 대기,1. 설정한 알림 시작 시간 ~ 알림 종료 시간대의 정각 음성 알림이 동작 한다. 2. Sub LCD On 된다.,EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),30.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap > 알림 시작 시간 Tap > 오후 nn: nn 분 설정 > 알람 종료 시간 Tap > 알림 종료 시간 오후 nn:nn 설정 > 핸드폰 시간을 알람 시작/종료 시간대가 아닌 시각 으로 변경 > 정각 음성 알림 동작 확인,"1. 설정한 알림 시작 시간 ~ 알림 종료 시간대의 시각이 아닐경우, 정각 음성 알림이 동작 하지 않는다.",EXCLUDE_CANDIDATE_UNREVIEWED,변경,cue_auto
