index,tc_id,sheet,verdict,salvage_pattern,blocker,reason
77,304.0,25.Call,DEMOTE_FIXTURE,none,Requires 4+ pre-registered favorite contacts as data fixture.,Same precondition: 4+ favorited contacts required as data fixture. select-all/deselect dropdown focus presupposes the populated selection mode from the favorite-contacts fixture; not provisionable device-free.
78,305.0,25.Call,DEMOTE_FIXTURE,none,Requires 4+ pre-registered favorite contacts as data fixture.,"Same precondition: 4+ favorited contacts required as data fixture. Trash-icon focus is mutation-free (focus only, no delete) but still presupposes the selection mode populated by the favorite-contacts fixture, which cannot be provisioned device-free."
79,359.0,25.Call,SALVAGE_CONFIRMED,transient_input,,"Dialer keypad opens offline (no SIM/carrier); digits typed are transient in-test input, not external fixture. Pressing cancel/delete clears them with no mutation (nothing saved/called). Expected = number field becomes empty and focus stays in the dialer input field = device-free verifiable (field text == '' AND focused). transient_input is genuinely applied (type transient digits, delete, observe cleared + focus retained)."
80,360.0,25.Call,SALVAGE_CONFIRMED,observe_split,—,"Clean dialer > keypad > type digits (in-test transient input, no fixture) > Up hardkey. Primary assert = focus moves to '연락처 추가' button, which appears for ANY typed number (no contacts/call-log data needed). focus_state(focus_move) contract, PENDING_F0 selector. Secondary cursor-to-front is within-field and can drop to PENDING_F0 without blocking the primary focus assert. No mutation (dialer field non-persistent), no SIM/carrier."
81,361.0,25.Call,DEMOTE_FIXTURE,none,Populated 전화번호 리스트 (contacts/call-log fixture) required to have a top-item focus to move from.,"Precondition '초점이 전화번호 리스트 최상단에 있다' requires focus parked at top of a POPULATED phone-number list. On a clean app the suggestion/recents list is empty, so '리스트 최상단' is unreachable. Reaching it needs contacts or call-log data = fixture."
82,362.0,25.Call,DEMOTE_DEVICE,none,Intra-field cursor (selection index) observation has no device-free binding; not a focusable element.,"Primary assert '커서 위치 왼쪽으로 이동' is a within-EditText caret/selection index, not an element focus_state. The 7-assert focus_state vocabulary (move/invariant/boundary_stop/retained/created/position/absent) does not cover intra-field caret position; selector binding for caret index is fundamentally unresolved by PENDING_F0. Adversarial default demote."
83,363.0,25.Call,DEMOTE_FIXTURE,none,Multi-entry 전화번호 리스트 (contacts/call-log fixture) needed for downward focus move.,Precondition '초점이 전화번호 리스트에 있다' + Down to move focus to next list row requires a populated list with ≥2 navigable entries. Clean app yields no entries → focus-down has no target. Requires contacts/call-log fixture.
84,364.0,25.Call,DEMOTE_FIXTURE,none,Populated list with a known bottom row (fixture) required before Down+OK boundary behavior.,Precondition '리스트의 최하단' requires a populated list with a defined bottom entry; Down+OK then transitions. Clean app has no list bottom to park on. Requires contacts/call-log fixture.
85,365.0,25.Call,SALVAGE_CONFIRMED,transient_input,—,"Type digits (in-test transient input, value we control) then press delete/cancel hardkey; field text shrinks one digit per press. Deterministic on clean app — no list/contacts/SIM needed, dialer field is non-persistent (no mutation). Self-typed value makes the post-delete literal known, so a device-free text-content assert is valid."
86,366.0,25.Call,SALVAGE_CONFIRMED,transient_input,—,"Type letters into the search box (in-test transient input). Letters never match a phone-number list, so 'no results' is guaranteed regardless of any data; focus stays in the search box (focus_invariant). Fixed literal '검색 결과가 없습니다' + focus_invariant, both device-free. No fixture (no-results is the guaranteed outcome), no mutation, no SIM/carrier."
87,369.0,25.Call,SALVAGE_CONFIRMED,popup_cancel,—,"From dial input (precondition needs only focus in input, no number/fixture), Up+Right opens the stock dialer 더보기 overflow with a fixed label set (메시지 보내기/2초간 일시중지 추가/대기 시간 추가/단축다이얼/설정) and focus on 메시지보내기. Opening an overflow menu is non-mutating; popup_cancel asserts labels+focus then backs out without selecting any item. Fixed literals are device-free; no fixture, no SIM/carrier."
88,54.0,26.Message,DEMOTE_FIXTURE,none,Existing 대화함 (message fixture) required to reach 첨부 메뉴; OK also launches external gallery picker.,"Path '임의의 대화함 > 첨부 메뉴' requires an existing conversation (message fixture) to reach the attach menu, and OK on '앨범' launches the external gallery picker (external effect + requires photos). Even if redesigned to assert focus on '앨범' without OK, the existing-conversation fixture remains mandatory."
89,55.0,26.Message,DEMOTE_FIXTURE,none,Existing 대화함 fixture required; OK launches external camera app.,Requires existing 대화함 (message fixture) to reach 첨부 메뉴; OK on '카메라' launches the external camera app (external/hardware effect). Fixture conversation gates the whole flow regardless of stopping before OK.
90,56.0,26.Message,DEMOTE_FIXTURE,none,Existing 대화함 fixture required; OK launches external video picker.,"Requires existing 대화함 (message fixture) to reach 첨부 메뉴; OK on '동영상' launches the external video picker (external effect, requires media). Fixture conversation is the gating blocker."
91,57.0,26.Message,DEMOTE_FIXTURE,none,Existing 대화함 fixture required; OK launches external camera app.,Requires existing 대화함 (message fixture) to reach 첨부 메뉴; OK on '동영상 촬영' launches external camera. Fixture conversation gates the flow.
92,58.0,26.Message,DEMOTE_FIXTURE,none,Existing 대화함 fixture required; OK launches external contacts picker needing contacts data.,Requires existing 대화함 (message fixture) to reach 첨부 메뉴; OK on '연락처' launches the external contacts picker which also needs contacts data. Double fixture/external dependence.
93,67.0,26.Message,DEMOTE_FIXTURE,none,Existing selectable 대화함 (message fixture) required to enter the delete confirmation flow.,"Precondition '대화함 선택된 상태' requires an existing conversation to be selected (message fixture). Although popup_cancel correctly avoids the destructive delete (asserts 삭제 팝업 + 취소 focus, then cancels), reaching the delete confirmation requires a selectable existing conversation. No conversation = path unreachable."
94,44.0,27.Contacts,DEMOTE_DEVICE,none,Dropdown option set is SIM-presence and Google-account dependent (carrier/SIM + environment state).,Expected option set (구글 / 휴대전화 / SIM카드) is environment-variable: 'SIM카드' appears only when a SIM is present and '구글' only when a Google account is configured. The fixed-literal assert is non-deterministic across device/SIM/account state (SIM dependence is an explicit salvage blocker). Reducing to a bare 'dropdown opens' focus assert would gut the selection_gated intent.
95,45.0,27.Contacts,DEMOTE_DEVICE,none,Navigable dropdown item count is SIM/account-dependent (carrier/SIM + environment state).,"Down/Up focus move within the storage-location dropdown requires ≥2 navigable items, but the item count depends on SIM presence and Google-account state (per TC 44). With only '휴대전화' available, focus cannot move; the focus_move assert is non-deterministic across environments. SIM/account-gated item count is not fixable by PENDING_F0."
96,46.0,27.Contacts,DEMOTE_FIXTURE,none,,새 연락처 form 진입은 form open일 뿐 비영속(저장 안 함=mutation 아님). 저장위치 드롭박스는 clean에서도 '휴대전화'가 항상 존재해 도달 가능. back/cancel은 비가역. popup_cancel로 드롭박스 open→cancel하여 원 REVIEW의 mutation/drop-open 잔존 결함 해소. focus 유지+드롭박스 dismiss는 PENDING_F0 focus_state 계약으로 device-free assert. 드롭박스 content(계정별 가변)는 assert 대상 아님.
97,47.0,27.Contacts,DEMOTE_FIXTURE,none,,카메라 버튼 Ok가 여는 '사진 변경' 팝업은 결정적 in-app 다이얼로그. 팝업 최초 focus('사진 찍기')는 카메라 기동 전 관찰 가능하고 이후 cancel하면 카메라 외부효과·mutation 회피. popup_cancel로 open→focus 관찰→cancel하여 카메라 기동 부작용 결함 해소. SIM/carrier 무관.
98,51.0,27.Contacts,DEMOTE_FIXTURE,none,,"아래 화살표 Ok는 form 내 이름 입력칸 펼침(성/중간/이름)이며 저장 전이라 비영속(mutation 아님). observe_split으로 펼침 action과 focus 관찰을 분리해 '단순 노출 아님' 결함 해소. 펼쳐진 칸은 고정 UI literal, 성 입력칸 focus는 focus_state 계약으로 device-free assert. 계정/SIM 무관."
99,52.0,27.Contacts,DEMOTE_FIXTURE,none,,위 화살표 Ok는 펼친 이름칸을 축소하는 form 내 토글이며 비영속. 선행 '펼친 상태' precondition은 #51 action으로 동일 세션 내 setup 가능(fixture 아님). observe_split으로 토글과 focus 관찰 분리해 결함 해소. 이름칸 focus는 focus_state 계약으로 device-free assert.
100,56.0,27.Contacts,DEMOTE_FIXTURE,none,,항목 더보기 Ok는 form 내 전체 입력칸 펼침 토글이며 저장 전이라 비영속. precondition '구글/휴대전화'는 OR 조건으로 '휴대전화'(clean 항상 존재) 경로로 충족=계정 fixture 불요. observe_split으로 확장 토글과 관찰 분리해 결함 해소. 핵심 assert는 '최초 focus 없음' focus_state 계약으로 device-free 가능(칸 set content variance는 부차).
101,58.0,27.Contacts,DEMOTE_FIXTURE,none,,전화번호 type 드롭박스 항목(휴대전화/집/직장/기타/맞춤설정)은 앱 정의 고정 literal로 계정/SIM 무관·device-free assert 강함. 펼친 form은 #56 경로로 in-session setup. popup_cancel로 드롭박스 open→관찰→cancel하여 '취소 미동반 open 잔존' 결함 해소. 비영속.
102,59.0,27.Contacts,DEMOTE_FIXTURE,none,,"드롭박스 Up/Down focus 이동 검증. 선행 '열림 상태'는 드롭박스 open action으로 in-session setup(fixture 아님), B_compose 합성은 open→Up/Down→cancel로 닫기 동반. focus 이동 방향은 focus_state 계약으로 device-free assert. 비영속·SIM 무관."
103,66.0,27.Contacts,DEMOTE_FIXTURE,none,,"그룹 만들기 form에서 그룹 이름 입력은 transient(저장 안 함=비영속), Down>Right로 '확인' focus 도달. 확인 누르지 않으므로 그룹 생성 mutation 회피. transient_input으로 입력 후 commit 없이 focus만 관찰해 결함 해소. 확인 focus는 focus_state 계약. clean 도달(Contacts>그룹>만들기)."
104,67.0,27.Contacts,DEMOTE_FIXTURE,none,그룹 생성 commit이 영속 mutation이며 expected가 mutation 결과에 직접 의존(observe_split 분리 불가).,"'그룹 만들기 완료'는 실제 그룹 생성=영속 mutation을 유발하고, expected '메뉴 최초 focus'가 바로 그 post-mutation 결과라 observe_split으로 mutation을 분리 불가. 비가역 상태변경 금지(요건3) 위반. 완료를 commit하지 않으면 관찰 대상 자체가 존재하지 않음."
105,71.0,27.Contacts,DEMOTE_FIXTURE,none,,"연락처 추가하기 Ok는 '연락처 선택' 화면으로의 비영속 navigation(선택 commit 없음=mutation 아님). 뒤로가기 최초 focus는 list content와 무관한 구조적 focus_state 계약으로 device-free assert(빈 list여도 성립). observe_split으로 navigation과 focus 관찰 분리해 '진입 부작용+focus 혼합' 결함 해소. 다만 약함: 선택 화면 도달만 검증, 실제 선택은 비검증."
106,78.0,27.Contacts,DEMOTE_DEVICE,none,,"설정-가져오기 Ok는 '연락처 복사 소스' 화면 비영속 navigation(가져오기 미실행=mutation 아님). 내부 저장소 옵션은 clean에서 항상 존재하는 고정 항목, 최초 focus는 focus_state 계약으로 device-free assert. observe_split으로 진입 부작용과 focus 분리해 결함 해소."
107,81.0,27.Contacts,DEMOTE_DEVICE,none,,다음(복사 소스) Ok는 import wizard 내 복사 위치 화면으로의 비영속 전진(가져오기 commit 없음=mutation 아님). '다음' 버튼 focus는 구조적 focus_state 계약으로 device-free assert. observe_split으로 wizard navigation과 focus 분리해 결함 해소. 약함: 복사 위치 옵션 set은 계정별 가변이나 assert 대상은 '다음' focus 구조뿐.
108,89.0,27.Contacts,DEMOTE_DEVICE,none,SIM 카드 하드웨어/carrier 전제 + SIM write mutation. device-free 불가.,"SIM 카드 내보내기 팝업은 SIM 카드 물리 존재를 전제(carrier/SIM 의존=요건4 위반)하고, 내보내기 Ok는 SIM으로의 write=영속 mutation. SIM 없이는 팝업/경로 자체가 비도달. PENDING_F0 계약으로도 SIM 하드웨어 조건을 고정 불가."
109,93.0,27.Contacts,DEMOTE_FIXTURE,none,사전 연락처 fixture 필요 + 선택 상태 binding 없이는 gate 진입 불가.,expected가 명시적으로 '선택된 연락처 있는 경우에만' 확인 focus라 gate 조건 자체가 사전 연락처 데이터(fixture) + 선택 상태 binding을 요구. clean(연락처 0)에서는 'n개 선택됨(▼)' 상태가 비도달이라 selection_gated 패턴으로도 gate를 device-free 충족 불가.
110,6.0,28.Camera,EXCLUDE,none,카메라 하드웨어/preview 렌더링 전제 + '문제가 없음' 모호 expected(고정 assert 불가).,카메라 모드 전환은 카메라 하드웨어/preview 렌더링 기동 전제이고 expected '문제가 없음'은 고정 assert 불가한 모호 시각 품질 문구. observe_split으로도 모드별 결정적 UI literal 계약 미실증이며 camera는 물리 하드웨어 영역. 자동화 불가.
111,18.0,28.Camera,EXCLUDE,none,"카메라 preview 화면비는 하드웨어 시각 layout 검증, device-free assert 불가.",인물사진 모드 4:3/1:1/16:9/Full 화면비는 카메라 viewfinder의 시각 layout 적용 검증으로 camera 하드웨어 preview 영역(시각 품질 전용). 화면비 layout verifier 미실증이고 transient_input으로도 preview 치수를 device-free assert 불가. 카메라 하드웨어 의존.
112,19.0,28.Camera,DEMOTE_DEVICE,none,Transient toast — no durable element-presence/focus contract; toast capture is timing non-deterministic.,Expected is a transient toast ('전면 카메라에서는 인물사진 모드가 지원되지 않습니다'). transient_input pattern does not resolve the core defect: a toast has no stable presence to assert and disappears non-deterministically. No fixed UI literal or element-presence contract survives camera-flip timing. Cannot be fixed with a PENDING_F0 contract.
113,20.0,28.Camera,DEMOTE_DEVICE,none,Transient toast + long-press timing; no durable presence/focus assert.,Expected is a transient toast after Long Tap on shutter ('인물사진 모드에서는 동영상 촬영과 연속촬영이 지원되지 않습니다'). Same transient-toast problem plus long-press gesture timing. transient_input does not yield a stable presence contract.
114,65.0,28.Camera,DEMOTE_DEVICE,none,—,"Clean camera launch deterministically reaches the capture screen; the flip-camera control is a fixed, always-present toolbar element. observe_split isolates the pre-action observation (flip control present/focusable) from the mode-switch side-effect that the prior REVIEW flagged. Front/rear switch is transient app state (resets on relaunch) = no persistent mutation; no carrier/SIM. Verifier is a presence/focus contract (selector PENDING_F0), not the sensor-driven mode change itself."
115,74.0,28.Camera,DEMOTE_FIXTURE,none,Persistent setting toggle + media-capture file mutation required to verify expected.,"Expected couples a settings enumeration (자동/꺼짐/50Hz/60Hz) with per-value photo AND video capture. Verifying the expected requires changing the anti-flicker setting (persistent toggle) and capturing media (file-creating mutation). observe_split can isolate the 4-literal menu enumeration, but that enumeration alone does not verify the stated expected (촬영된다); the load-bearing verification is the capture mutation. Mutation present."
116,138.0,28.Camera,DEMOTE_DEVICE,none,—,"Deterministic hardkey navigation sequence in clean camera launch ends in OK activating the zoom control. Expected ('배율 설정이 가능하도록 활성화') is a binary UI-element-appearance (zoom control becomes active/visible) — assertable via element-presence. Zoom activation is transient UI state (resets on relaunch) = no persistent mutation; no carrier/SIM. observe_split separates the OK activation action from the presence observation, resolving the 'mode-activation side-effect not pure observation' REVIEW defect."
117,139.0,28.Camera,DEMOTE_DEVICE,none,Variable continuous zoom magnification; animation/hold-timing dependent.,Expected asserts a variable continuous zoom magnification reached by holding Right ('1.9X까지 확대'). Held-key progressive zoom is animation/timing-dependent and the magnification readout is hardware-optic continuous data. No fixed literal or PENDING_F0 contract can pin a variable zoom value.
118,140.0,28.Camera,DEMOTE_DEVICE,none,"Variable continuous zoom range (2X-4X), hold-timing dependent.","Expected asserts continuous zoom 2X~4X via held Right key plus auto tab move. Variable magnification range, timing-dependent. No deterministic literal/presence contract for the moving zoom value."
119,141.0,28.Camera,DEMOTE_DEVICE,none,"Variable continuous zoom reduction (4X->2X), hold-timing dependent.","Expected asserts progressive zoom reduction 4X→2X via held Left key. Variable continuous magnification, timing-dependent. Not pinnable with a fixed or PENDING_F0 contract."
120,142.0,28.Camera,DEMOTE_DEVICE,none,"Variable continuous zoom range (1.9X-1X), hold-timing dependent.","Expected asserts continuous zoom 1.9X~1X via held Left key plus auto tab move. Variable magnification, animation/timing-dependent. No deterministic literal/presence binding."
121,159.0,28.Camera,DEMOTE_FIXTURE,none,Video recording start = live capture/file-write mutation; recording-active is non-deterministic live state.,"Expected is that video recording starts ('동영상이 촬영되어야 한다'). Starting recording begins live capture and writes to a recording file = in-progress mutation. The prior RESCUE note tries to split a start-indicator assert, but recording-active is a live (timer) state and recording start is itself a capture mutation that must be discarded to restore clean state. Adversarial default-demote applies: mutation present."
122,160.0,28.Camera,DEMOTE_FIXTURE,none,Recording stop saves a video file = irreversible mutation.,"Expected is that recording stops, finalizing and saving a video file. Explicit persistent mutation (saved video). observe_split cannot remove the file-save which is the core verified effect."
123,161.0,28.Camera,DEMOTE_FIXTURE,none,Requires active video recording (in-progress capture mutation) before observing pause-icon change.,Expected is the pause-icon change during an active recording. The icon-change assert is presence-based but is predicated on an in-progress recording (live capture/file-write mutation) that must exist to reach the pause state. Mutation precondition.
124,162.0,28.Camera,DEMOTE_FIXTURE,none,Resumes in-progress video capture = mutation; requires prior recording/pause state.,"Expected is that paused recording resumes, continuing video generation. Requires an active/paused recording (mutation in progress) and resumes file capture. Persistent capture mutation."
125,168.0,28.Camera,DEMOTE_DEVICE,none,"Variable continuous zoom reduction, hold-timing dependent.","Expected asserts held-Down zoom reduction 4X→2X. Variable continuous magnification, transient/timing-dependent. prior_reason notes the zoom-value verifier is unproven; no fixed or PENDING_F0 contract pins a moving zoom value."
126,169.0,28.Camera,DEMOTE_DEVICE,none,"Variable continuous zoom range (1.9X-1X), hold-timing dependent.","Expected asserts held-Down zoom 1.9X~1X reduction plus auto tab move. Variable continuous magnification, timing-dependent. No deterministic literal/presence binding for the moving zoom value."
127,170.0,28.Camera,DEMOTE_DEVICE,none,"Variable continuous zoom expansion (1X->1.9X), hold-timing dependent.","Expected asserts held-UP zoom expansion 1X→1.9X. Variable continuous magnification, timing-dependent. No fixed or PENDING_F0 contract can pin the moving zoom value."
128,171.0,28.Camera,EXCLUDE,none,camera sensor/live preview hardware; transient zoom overlay not a fixed literal,라이브 카메라 프리뷰의 배율 오버레이(1.9X→4X)는 센서 하드웨어 기동·실시간 프리뷰가 필요하고 배율 값은 transient 애니메이션 상태. clean dump로 고정 UI literal 불가.
129,172.0,28.Camera,EXCLUDE,none,camera sensor/live preview hardware; transient zoom value,"라이브 카메라 프리뷰의 축소 배율(4X→2X) 검증. 센서 하드웨어·실시간 프리뷰 의존, 배율 값 transient. device-free verifier 불가."
130,173.0,28.Camera,EXCLUDE,none,camera sensor/live preview hardware; transient zoom value,"카메라 배율 2X→1X 축소 + 포커스 이동. 라이브 프리뷰 하드웨어 의존, transient 배율 상태. clean dump 결정적 assert 불가."
131,14.0,29.Clock,DEMOTE_FIXTURE,none,branch depends on pre-existing selected world-clock location (fixture),expected가 '이미 선택된 세계시각 위치' 유무로 분기. 두 번째 분기를 결정적으로 만들려면 선택된 위치 fixture 필요. observe_split로는 데이터 분기 미해소.
132,16.0,29.Clock,SALVAGE_CONFIRMED,transient_input,—,"precondition '설정된 타이머 없음'=clean. 숫자 키 입력이 '00분' 입력 필드에 반영되는지 transient_input으로 입력 직후 필드 텍스트 assert. 타이머 미시작=영속 mutation 없음, fixture·carrier 무관."
133,24.0,29.Clock,DEMOTE_FIXTURE,none,requires pre-set timer fixture; playback effect,"precondition '설정된 타이머 존재' = 사전 타이머 fixture 필요하고, OK로 타이머 재생 = transient 재생 effect. fixture 의존 + effect 검증, device-free 불가."
134,27.0,29.Clock,DEMOTE_FIXTURE,none,—,"precondition=재생버튼 기본 포커스(clean). OK 동작과 실행상태 관찰을 observe_split로 분리해 재생→일시정지 버튼 토글(element presence)로 고정. 스톱워치=in-memory, 영속 mutation·fixture·carrier 없음."
135,28.0,29.Clock,DEMOTE_FIXTURE,none,—,"OK 재생(실행 상태 진입) 후 Right로 구간기록 버튼에 포커스. observe_split로 OK 액션과 포커스 관찰 분리. 구간 버튼은 실행 상태에서 결정적 존재, fixture 불필요·mutation 없음."
136,29.0,29.Clock,DEMOTE_FIXTURE,none,branch depends on accumulated lap records (fixture),expected가 '구간기록 누적 유무'로 포커스 분기(더보기 아이콘 vs 기록 ↓영역). 누적 기록 fixture 없이는 두 번째 분기 결정 불가. selection_gated이나 데이터 fixture 미결.
137,30.0,29.Clock,SALVAGE_CONFIRMED,observe_split,—,"기본 포커스에서 Press Left로 타이머 탭 이동. observe_split로 전제 상태와 탭 이동 관찰 분리. 탭 전환=고정 UI, fixture·mutation·carrier 무관."
138,31.0,29.Clock,SALVAGE_CONFIRMED,observe_split,—,"기본 포커스에서 Press Right로 더보기 버튼 포커스 이동. observe_split로 전제·관찰 분리. 더보기 버튼은 결정적 존재, mutation·fixture 없음."
139,32.0,29.Clock,DEMOTE_FIXTURE,none,requires existing+additional timer fixtures for branch,precondition '설정된 타이머 존재' + expected가 '추가 타이머 유무'로 포커스 분기. 기존+추가 타이머 fixture 필요. selection_gated이나 fixture 바인딩 미결.
140,109.0,29.Clock,EXCLUDE,none,audio-only verification; persistent volume mutation,주 expected가 '볼륨값에 따라 알림 소리 변함'=오디오 전용 검증. 볼륨 Bar 조절은 영속 설정 mutation. 무음 아이콘 변경만으로는 원 검증 미충족. 오디오 전용 → 자동화 불가.
141,116.0,29.Clock,EXCLUDE,none,audio mute verification + volume mutation + visual-completeness judgement,expected2 '볼륨 최소화 시 음소거'=오디오 전용 검증 + 볼륨 영속 mutation. expected1 '빈 영역 없음'은 시각 품질 전용 판정으로 결정적 assert 곤란. 오디오·시각품질 혼합 → 불가.
142,5.0,3.Sub LCD,EXCLUDE,none,SubLCD separate physical display not dumpable,Sub LCD 별도 물리 디스플레이의 화면 표시(SOS 사이클). main UI dump로 관찰 불가한 별도 패널. 물리 하드웨어 디스플레이 → 자동화 불가.
143,6.0,3.Sub LCD,EXCLUDE,none,SubLCD separate physical display not dumpable,Sub LCD 자동 화면 전환 안됨 검증. 별도 물리 디스플레이로 결정적 dump 불가. SubLCD → 자동화 불가.
144,7.0,3.Sub LCD,EXCLUDE,none,SubLCD 별도 디스플레이 관찰 불가 + 8초 타이밍 비결정 + 물리 버튼,Sub LCD = 별도 물리 보조 디스플레이(폴더 닫힘/메인 LCD Off). 표준 uiautomator dump는 메인 디스플레이 대상이라 SubLCD 렌더링 surface 관찰 불가. 추가로 물리 SOS 버튼 + 8초 무동작 후 자동 OFF(시간기반 비결정) + 만보기(센서) 의존. observe_split로 시간축 분리해도 별도 디스플레이 자체가 자동화 관찰 불가.
145,16.0,3.Sub LCD,EXCLUDE,none,SubLCD 별도 디스플레이 관찰 불가 + 가변 배터리/시계값,"SubLCD 시계/날짜/배터리 잔량 표시 검증. 별도 보조 디스플레이라 uiautomator 관찰 불가, 배터리 잔량·시계는 가변 비결정값. observe_split로 분리할 결정적 surface 자체가 device-free 접근 불가."
146,17.0,3.Sub LCD,EXCLUDE,none,SubLCD 별도 디스플레이 + 보행 센서값,"SubLCD 만보기 화면 + 걸음수 표시. 별도 디스플레이 관찰 불가 + 걸음수는 보행 센서값(픽스처/센서 의존, 비결정). device-free 도달·assert 불가."
147,52.0,3.Sub LCD,EXCLUDE,none,물리 충전기 + SubLCD 색상 품질 + 배터리 잔량 픽스처 + 8초 타이밍,충전기 물리 장착 + 배터리 아이콘 초록색/번개아이콘 색상 표시 + 8초 대기. 물리 하드웨어(충전기) + SubLCD 색상 품질 검증 + 시간기반 가변. precondition='배터리 중간 잔량' 픽스처도 필요. 시각 품질/물리 하드웨어 전용으로 자동화 불가.
148,54.0,3.Sub LCD,EXCLUDE,none,물리 충전기 attach/detach + 완충 대기 비결정 + SubLCD 색상 + 배터리 픽스처,"배터리 99%→100% 완충 대기 + 충전기 장착/탈착(물리) + 아이콘 색상/번개 + 8초. 완충까지 대기는 비결정 시간, 충전기 탈착은 물리 하드웨어, 색상은 시각 품질. precondition 배터리 99% 픽스처. 자동화 불가."
149,55.0,3.Sub LCD,EXCLUDE,none,물리 충전기 + SubLCD 색상 품질 + 배터리 픽스처,충전기 장착(물리) + SubLCD 배터리 아이콘 초록색/번개 색상 표시. 물리 하드웨어 + SubLCD 색상 품질 + 배터리 99% precondition 픽스처. device-free 불가.
150,59.0,3.Sub LCD,EXCLUDE,none,물리 충전기 + SubLCD AOD 색상 + 만보기 센서 + 8초 타이밍,충전기 장착(물리) + 충전 AOD/Time/만보기 화면 전환 + 아이콘 초록색 유지 + 번개아이콘 + 8초. SubLCD 별도 디스플레이 + 물리 충전기 + 색상 품질 + 만보기 센서 + 시간기반. 다수 device-only 축. 자동화 불가.
151,62.0,3.Sub LCD,EXCLUDE,none,물리 볼륨키 + 볼륨 상태 mutation + SubLCD,폴더 닫힘 상태 물리 볼륨 Up/Down 키 + 실제 볼륨 변경(mutation) + 볼륨바 미표시(SubLCD). 물리 키 + 영속 볼륨 상태 변경 + SubLCD 음수준 표시 확인. 물리 하드웨어 + mutation 양쪽 위반.
152,2.0,30.Voice Recorder,DEMOTE_DEVICE,none,마이크 캡처 런타임 상태(오디오 HAL/권한) 단말 의존,"OK로 녹음 시작 = 마이크 캡처(transient 외부효과) + '녹음 진행' 런타임 상태 도달 후 '중지' 버튼 포커스 assert. 포커스 계약 자체는 PENDING_F0 가능하나, 녹음 active 상태는 마이크 권한/오디오 HAL 등 단말 런타임에 의존하고 clean device-free 시뮬레이션에서 결정적으로 재현 보장 불가. 적대적 판정으로 단말 필요로 강등."
153,3.0,30.Voice Recorder,DEMOTE_DEVICE,none,녹음 진행 런타임 상태 선행 전제(단말 오디오),녹음 진행 중(선행 마이크 캡처 상태) Left 키로 '일시정지' 버튼 포커스 이동. 녹음 active 런타임 상태가 선행 전제이며 단말 오디오 런타임 의존. device-free 시뮬레이션으로 녹음 상태 보장 불가 → 단말 필요.
154,4.0,30.Voice Recorder,DEMOTE_DEVICE,none,녹음 시작→일시정지 상태 체인 단말 오디오 의존,OK로 녹음 일시정지 + 아이콘 전환 관찰. 선행 녹음 시작(마이크 캡처) 후 일시정지 상태 전이 = 단말 오디오 런타임 의존 체인. transient라 해도 녹음 active 도달이 선행 전제이고 device-free 보장 불가.
155,5.0,30.Voice Recorder,DEMOTE_DEVICE,none,녹음 active→중지→저장팝업 도달 단말 오디오 의존,OK OK로 녹음 중지 + 저장팝업 발생 + 파일명 영역 포커스. 선행 녹음 active 도달(마이크 캡처) 필요 + 중지로 실제 녹음 데이터 생성 경로. popup_cancel은 저장 회피용이나 팝업 도달 자체가 녹음 런타임 전제. 단말 오디오 의존으로 강등.
156,6.0,30.Voice Recorder,DEMOTE_DEVICE,none,저장팝업 도달 전제(녹음 active 단말 오디오),"저장팝업 내 Down 키로 '취소' 버튼 포커스 이동. 저장팝업 도달이 선행 녹음 active+중지 체인 전제. popup_cancel로 저장 mutation은 회피되나, 팝업 진입 자체가 단말 오디오 런타임 의존. device-free 보장 불가."
157,8.0,30.Voice Recorder,DEMOTE_DEVICE,none,명시 precondition=녹음 저장팝업 상태(단말 오디오 런타임),precondition='녹음 저장 팝업 발생한 상태' + Back로 취소 후 '일시정지' 녹음화면 복귀. 명시적으로 녹음 진행/저장팝업 선행 상태 전제. 단말 오디오 런타임 상태 픽스처 필요. popup_cancel만으로 device-free 초기 상태 구성 불가.
158,20.0,32.Calculator,SALVAGE_CONFIRMED,transient_input,—,"계산기 clean 실행 → 하드키 숫자 입력 → 디스플레이에 입력 숫자 반영 관찰. 결정적 네비(앱 launch만) + 사전 데이터/상태 의존 없음 + 영속 mutation 없음(입력은 휘발, 저장 없음) + carrier/SIM 무관. transient_input 패턴으로 입력→표시 관찰 분리. expected='숫자 정상 입력'은 디스플레이 텍스트 literal assert 가능."
159,21.0,32.Calculator,SALVAGE_CONFIRMED,transient_input,—,계산기 clean 실행 → 숫자 입력 → 방향키/OK 입력 시 최초 포커스 AC 버튼 위치. 결정적 네비 + 사전 데이터 무 + 영속 mutation 무(입력 휘발) + carrier/SIM 무관. transient_input으로 입력 후 focus_state 계약 검증(구체 selector PENDING_F0 허용). focus on AC = focus/presence 계약이라 텍스트 assert 불요.
160,22.0,32.Calculator,SALVAGE_CONFIRMED,transient_input,—,"순수 SW 계산기. clean 실행에서 결정적 도달. 숫자 입력은 in-memory transient(relaunch/AC로 초기화, 영속 mutation 없음). 좌우 focus 이동·끝단 비루프 = focus_state(focus_move+focus_boundary_stop) 계약으로 device-free 고정. carrier/SIM·fixture 무관. transient_input가 입력 전제를 해소."
