row_key,sheet,tc_id,verdict,defect_class,redesign_pattern,defer_category,cue_flags,confidence,reason,pass
14.Quick panel#65.0,14.Quick panel,65.0,REVIEW,,roundtrip_restore,D_system_state,"mutation,external",0.68,핫스팟 OFF 영속 무선상태 변경(PRIVILEGED). 복원 필요,pass1
14.Quick panel#66.0,14.Quick panel,66.0,KEEP,none,-,-,none,0.85,"핫스팟 Long탭 시 Wi-Fi 핫스팟 설정 화면 전환, 고정 화면 presence assert. mutation 없음",strict2
14.Quick panel#67.0,14.Quick panel,67.0,REVIEW,,observe_split,D_system_state,"mutation,external",0.6,BT켜기+공유대상 선택+QuickShare ON 영속변경 다단계. assert분리·복원,pass1
14.Quick panel#68.0,14.Quick panel,68.0,REVIEW,,observe_split,B_compose,"input,external",0.6,기기이름 수정창·구글로그인 등 분기 다중경로. 경로분리/계정 필요,pass1
14.Quick panel#69.0,14.Quick panel,69.0,REVIEW,,observe_split,D_system_state,"mutation,external",0.6,기기공개상태 사용설정+약관동의 영속 변경 분기. assert분리·복원,pass1
14.Quick panel#70.0,14.Quick panel,70.0,REVIEW,,selection_gated,D_system_state,mutation,0.62,공개범위 선택+완료→QuickShare 설정 영속 변경. 선택게이트·복원,pass1
14.Quick panel#71.0,14.Quick panel,71.0,REVIEW,D3_prestate,observe_split,D_system_state,none,0.7,"precondition Bluetooth/QuickShare ON 사전셋업 전제, 설정 진입 다단계 절차",strict2
14.Quick panel#72.0,14.Quick panel,72.0,REVIEW,,roundtrip_restore,D_system_state,"mutation,external",0.64,BT OFF→QuickShare OFF 연동 영속 무선상태 변경. 복원 필요,pass1
14.Quick panel#73.0,14.Quick panel,73.0,REVIEW,,roundtrip_restore,D_system_state,"mutation,external",0.64,BT ON→QuickShare ON 연동 영속 무선상태 변경. 복원 필요,pass1
14.Quick panel#74.0,14.Quick panel,74.0,REVIEW,,roundtrip_restore,D_system_state,"mutation,external",0.64,BT OFF→QuickShare 꺼짐 연동 영속 변경. 복원 필요,pass1
14.Quick panel#75.0,14.Quick panel,75.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.62,나와공유대상 토글 ON 영속 설정 변경+선택버튼 노출. 복원 필요,pass1
14.Quick panel#76.0,14.Quick panel,76.0,REVIEW,,selection_gated,D_system_state,"mutation,external",0.6,공개범위 모든사용자 선택+체크박스 영속 설정(BT전제). 선택게이트,pass1
14.Quick panel#77.0,14.Quick panel,77.0,REVIEW,,selection_gated,A_fixture,"mutation,fixture,external",0.58,주소록 선택→구글연락처 연동. 계정·연락처 fixture 필요,pass1
14.Quick panel#78.0,14.Quick panel,78.0,REVIEW,,selection_gated,A_fixture,"mutation,fixture,external",0.58,내기기 선택→구글로그인 기기 연동. 계정 fixture 필요,pass1
14.Quick panel#79.0,14.Quick panel,79.0,REVIEW,,-,A_fixture,"fixture,external",0.66,QR스캐너 ON→카메라+코드 인식. 실제 QR코드 fixture 필요,pass1
14.Quick panel#80.0,14.Quick panel,80.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.62,QR스캐너 OFF 토글 영속 변경+인식불가 검증. 복원 필요,pass1
14.Quick panel#81.0,14.Quick panel,81.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.7,기기컨트롤 ON 영속 설정 변경. 복원 필요,pass1
14.Quick panel#82.0,14.Quick panel,82.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.7,기기컨트롤 OFF 영속 설정 변경. 복원 필요,pass1
14.Quick panel#83.0,14.Quick panel,83.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.7,실시간자막 ON 영속 설정 변경. 복원 필요,pass1
14.Quick panel#84.0,14.Quick panel,84.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.7,실시간자막 OFF 영속 설정 변경. 복원 필요,pass1
14.Quick panel#85.0,14.Quick panel,85.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.55,"녹화 시작→촬영물 생성이나 expected는 시작/색상만 서술, 강한 결과 미서술. 중지+산출물 정리 복원 전제로 완화",pass1
14.Quick panel#86.0,14.Quick panel,86.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.6,녹화 중지→종료. 녹화 fixture 전제+상태 전이 필요,pass1
14.Quick panel#87.0,14.Quick panel,87.0,REVIEW,D5_mutation,popup_cancel,E_binding,none,0.72,"시작 선택이 녹화 시작 부작용 경로, 인디케이터 아이콘 표시 가변검증",strict2
14.Quick panel#88.0,14.Quick panel,88.0,REVIEW,,observe_split,D_system_state,"input,external",0.6,"녹화 시작은 transient 시스템동작이나 검증target=터치표시/알림문구/아이콘컬러 UI지표, 파일내용 아님→하드EXCLUDE 완화, 녹화시작+지표assert 분리",pass1
14.Quick panel#89.0,14.Quick panel,89.0,REVIEW,,-,C_verifier,"external,fixture",0.78,"녹화물에 기기오디오 녹음여부=녹화파일 audio verifier 미실증, 통화/벨소리 fixture 필요",pass1
14.Quick panel#90.0,14.Quick panel,90.0,REVIEW,,-,C_verifier,external,0.78,발화→녹화종료→마이크 녹음 검증=녹화 audio 내용 verifier 미실증,pass1
14.Quick panel#91.0,14.Quick panel,91.0,REVIEW,,-,C_verifier,external,0.78,기기오디오+마이크 녹음여부=녹화파일 audio 내용 verifier 미실증,pass1
14.Quick panel#92.0,14.Quick panel,92.0,REVIEW,,-,C_verifier,external,0.72,"터치 이펙트 녹화여부=녹화영상 내용 verifier 미실증, 종료후 이펙트 사라짐 관찰",pass1
14.Quick panel#93.0,14.Quick panel,93.0,REVIEW,D2_verifier,-,C_verifier,none,0.62,"Default값이 off인지 확인은 설정상태값 검증, 고정텍스트 assert 아님",strict2
14.Quick panel#94.0,14.Quick panel,94.0,REVIEW,,-,C_verifier,input,0.7,자동회전 ON 후 가로모드 전환 검증=물리 회전센서·layout 회전 verifier 미실증,pass1
14.Quick panel#95.0,14.Quick panel,95.0,REVIEW,,-,C_verifier,input,0.7,홈/전화/연락처/메시지 가로모드 미지원 검증=layout 회전 verifier 미실증,pass1
14.Quick panel#96.0,14.Quick panel,96.0,REVIEW,,-,C_verifier,input,0.7,자동회전 OFF 후 가로모드 미전환 검증=회전 layout verifier 미실증,pass1
14.Quick panel#97.0,14.Quick panel,97.0,REVIEW,,-,D_system_state,"input,external,fixture",0.8,"무선 디스플레이 ON 외부기기 연결 필요, Wi-Fi/캐스트 시스템상태 조작+외부기기 fixture",pass1
14.Quick panel#98.0,14.Quick panel,98.0,REVIEW,,-,D_system_state,"input,external,fixture",0.8,"무선 디스플레이 OFF, 외부기기 연결·Wi-Fi 시스템상태 전제 fixture 필요",pass1
14.Quick panel#99.0,14.Quick panel,99.0,REVIEW,,observe_split,D_system_state,input,0.68,"집중모드 ON=앱 일시중지 시스템상태 조작, 토스트/인디케이터 관찰 혼합 assert 분리",pass1
14.Quick panel#100.0,14.Quick panel,100.0,REVIEW,,roundtrip_restore,D_system_state,input,0.66,"집중모드 OFF 전제로 집중모드 사용중 시스템상태 pre 필요, 토글 복원",pass1
14.Quick panel#101.0,14.Quick panel,101.0,REVIEW,,-,D_system_state,input,0.65,"집중모드 적용 앱 회색 표시 검증, 사전 앱 선택 시스템상태 전제 필요",pass1
14.Quick panel#102.0,14.Quick panel,102.0,KEEP,none,-,-,none,0.85,"집중모드 Long탭 시 설정메뉴 이동, 고정 화면 전환만. mutation 없음",strict2
14.Quick panel#103.0,14.Quick panel,103.0,REVIEW,,roundtrip_restore,D_system_state,input,0.68,"취침모드 ON 토글=영속 시스템상태 변경, 검증후 복원 필요",pass1
14.Quick panel#104.0,14.Quick panel,104.0,REVIEW,,roundtrip_restore,D_system_state,input,0.68,"취침모드 OFF 토글, 켜짐 전제 pre+영속 상태변경 복원 필요",pass1
14.Quick panel#106.0,14.Quick panel,106.0,REVIEW,D2_verifier,-,C_verifier,none,0.65,"카메라 정상 실행 모호 verifier, 카메라 프리뷰는 가변 화면",strict2
14.Quick panel#107.0,14.Quick panel,107.0,REVIEW,D5_mutation,popup_cancel,D_system_state,none,0.7,"카메라사용 OFF 시스템상태 전제, 차단해제 팝업 노출. 사전 토글상태 필요",strict2
14.Quick panel#108.0,14.Quick panel,108.0,REVIEW,D5_mutation,popup_cancel,D_system_state,none,0.7,"카메라 OFF 상태 전제+취소 경로, 부정확인(노출안됨) 검증",strict2
14.Quick panel#109.0,14.Quick panel,109.0,REVIEW,,roundtrip_restore,D_system_state,input,0.66,"차단해제→퀵세팅 카메라사용 ON=영속 토글 상태변경, 복원 필요",pass1
14.Quick panel#110.0,14.Quick panel,110.0,REVIEW,,-,C_verifier,external,0.7,"음성녹음 실행→파일 생성·녹음내용 verifier 미실증, 녹음파일 외부효과",pass1
14.Quick panel#111.0,14.Quick panel,111.0,REVIEW,,-,C_verifier,external,0.7,마이크 OFF서 녹음 안됨 검증=음성파일 내용 verifier 미실증,pass1
14.Quick panel#112.0,14.Quick panel,112.0,REVIEW,,-,A_fixture,fixture,0.68,"동작중인 알람 존재 전제로 ON 표시 확인, 알람 fixture 필요",pass1
14.Quick panel#113.0,14.Quick panel,113.0,REVIEW,,selection_gated,A_fixture,"fixture,mutation",0.6,"알람 삭제 절차=실제 알람 제거 mutation, 설정된 알람 fixture 전제",pass1
14.Quick panel#114.0,14.Quick panel,114.0,REVIEW,,roundtrip_restore,D_system_state,input,0.68,"색상보정 ON 토글=영속 디스플레이 상태변경, 복원 필요",pass1
14.Quick panel#115.0,14.Quick panel,115.0,REVIEW,,roundtrip_restore,D_system_state,input,0.68,"색상보정 OFF 토글, 켜짐 전제 pre+영속 상태변경 복원 필요",pass1
14.Quick panel#116.0,14.Quick panel,116.0,KEEP,none,-,-,none,0.78,"퀵패널 내림 시 패널/아이콘/알림창 chrome 노출, 고정요소 presence. mutation 없음",strict2
14.Quick panel#117.0,14.Quick panel,117.0,REVIEW,,-,D_system_state,"external,fixture",0.72,유심 제거 후 NO SIM 인디케이터 확인=물리 SIM 제거 시스템상태 조작 필요,pass1
14.Quick panel#118.0,14.Quick panel,118.0,REVIEW,,-,A_fixture,"fixture,external",0.65,"유튜브뮤직 재생→미디어 플레이어 확인, 재생 파일·앱 fixture 전제 필요",pass1
14.Quick panel#120.0,14.Quick panel,120.0,KEEP,none,-,-,none,0.76,"간편모드 홈화면 최초 focus 미표시 부정검증, 시스템모드 전제 가능",strict2
14.Quick panel#121.0,14.Quick panel,121.0,KEEP,none,-,-,input,0.8,"방향키 입력 시 전화앱 focus 이동, 고정 라벨 focus presence assert",strict2
14.Quick panel#122.0,14.Quick panel,122.0,KEEP,none,-,-,input,0.82,"홈버튼 Long press 시 퀵패널 노출, 고정 패널 presence. mutation 없음",strict2
14.Quick panel#123.0,14.Quick panel,123.0,KEEP,none,-,-,input,0.85,"방향키 입력 시 블루투스/모바일데이터 focus 이동, 고정 타일 focus assert",strict2
14.Quick panel#124.0,14.Quick panel,124.0,KEEP,none,-,-,input,0.85,"방향키 입력 시 소리모드 focus 이동, 고정 타일 focus assert. mutation 없음",strict2
14.Quick panel#125.0,14.Quick panel,125.0,KEEP,none,-,-,input,0.85,"방향키 입력 시 펼치기 focus 이동, 고정 라벨 focus presence assert",strict2
14.Quick panel#126.0,14.Quick panel,126.0,REVIEW,,-,A_fixture,"input,fixture",0.66,"알림 존재 전제로 펼치기→알림영역 focus 이동, 알림 fixture 필요",pass1
14.Quick panel#127.0,14.Quick panel,127.0,REVIEW,,-,A_fixture,"input,fixture",0.66,"알림창 focus OK→화면전환 등, 알림 존재 fixture 전제 필요",pass1
14.Quick panel#128.0,14.Quick panel,128.0,REVIEW,,-,A_fixture,"input,fixture",0.66,"관리 focus→설정 알림화면/모두지우기 focus, 알림 fixture 전제 필요",pass1
14.Quick panel#129.0,14.Quick panel,129.0,REVIEW,,selection_gated,A_fixture,"input,fixture,mutation",0.62,"모두 지우기 OK→알림 모두 삭제 실제 상태변경, 알림 fixture 전제+mutation",pass1
14.Quick panel#130.0,14.Quick panel,130.0,KEEP,none,-,-,input,0.8,"펼치기 OK 시 패널 펼침+wifi focus, 화면전환·고정 focus. mutation 없음",strict2
14.Quick panel#131.0,14.Quick panel,131.0,KEEP,none,-,-,input,0.82,"wifi focus up 시 밝기 아이콘 focus, 고정 요소 focus 이동만",strict2
14.Quick panel#132.0,14.Quick panel,132.0,REVIEW,,roundtrip_restore,D_system_state,input,0.66,"wifi focus OK→Wifi On/Off=영속 네트워크 상태 토글, 복원 필요",pass1
14.Quick panel#133.0,14.Quick panel,133.0,KEEP,none,-,-,input,0.82,"wifi OK 길게 시 Wi-Fi 설정페이지 이동, 고정 화면 전환만",strict2
14.Quick panel#134.0,14.Quick panel,134.0,KEEP,none,-,-,input,0.85,"wifi focus right 시 블루투스 focus, 고정 타일 focus 이동만",strict2
14.Quick panel#135.0,14.Quick panel,135.0,KEEP,none,-,-,input,0.85,"wifi focus down 시 모바일데이터 focus, 고정 타일 focus 이동만",strict2
14.Quick panel#136.0,14.Quick panel,136.0,REVIEW,,roundtrip_restore,D_system_state,input,0.64,"밝기 조절 바 left/right→밝기 0~100% 조절=영속 디스플레이 상태변경, 복원 필요",pass1
14.Quick panel#137.0,14.Quick panel,137.0,KEEP,none,-,-,input,0.85,"밝기바 아이콘 focus down 시 wifi focus, 고정 요소 focus 이동만",strict2
14.Quick panel#138.0,14.Quick panel,138.0,KEEP,none,-,-,none,0.88,"wifi focus down keep 시 수정버튼 focus, 고정 라벨 focus 이동만",strict2
14.Quick panel#139.0,14.Quick panel,139.0,REVIEW,D2_verifier,-,C_verifier,none,0.6,"페이지 이동된다 모호 — 대상 페이지 미명시, 고정 라벨 assert 불확실",strict2
14.Quick panel#140.0,14.Quick panel,140.0,KEEP,none,-,-,none,0.85,"수정버튼 focus up 시 밝기조절 focus, 고정 요소 focus 이동만",strict2
14.Quick panel#141.0,14.Quick panel,141.0,KEEP,none,-,-,none,0.85,"수정버튼 focus right 시 전원버튼 focus, 고정 라벨 focus 이동만",strict2
14.Quick panel#142.0,14.Quick panel,142.0,KEEP,none,-,-,none,0.8,"back 시 퀵패널+알림창 노출+wifi focus, 화면 복귀·고정 focus. mutation 없음",strict2
14.Quick panel#143.0,14.Quick panel,143.0,REVIEW,D5_mutation,popup_cancel,D_system_state,none,0.72,"모바일데이터 켜진상태 전제+OK시 끄기팝업, 확정시 토글 부작용 경로",strict2
14.Quick panel#144.0,14.Quick panel,144.0,REVIEW,D5_mutation,popup_cancel,D_system_state,none,0.72,"모바일데이터 꺼진상태 전제+OK시 켜기팝업, 확정시 토글 부작용 경로",strict2
14.Quick panel#145.0,14.Quick panel,145.0,KEEP,none,-,-,none,0.85,"모바일데이터 OK 길게 시 네트워크설정 페이지 이동, 고정 화면 전환만",strict2
14.Quick panel#146.0,14.Quick panel,146.0,KEEP,none,-,-,none,0.85,"소리모드 OK 길게 시 소리/진동 설정 이동, 고정 화면 전환만. mutation 없음",strict2
14.Quick panel#147.0,14.Quick panel,147.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.8,"expected=손전등 On/off 된다, 영속 H/W 토글. 원복 필요",pass1
14.Quick panel#148.0,14.Quick panel,148.0,REVIEW,D5_mutation,popup_cancel,E_binding,none,0.7,"화면터치잠금 OK 시 켜기팝업, 확정시 화면잠금 부작용 경로",strict2
14.Quick panel#149.0,14.Quick panel,149.0,KEEP,none,-,-,none,0.85,"자동회전 OK 길게 시 화면 자동회전 메뉴 이동, 고정 화면 전환만",strict2
14.Quick panel#150.0,14.Quick panel,150.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.8,"expected=자동회전 On/Off 된다, 영속 토글. 원복 필요",pass1
14.Quick panel#151.0,14.Quick panel,151.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.8,"expected=절전모드 사용/안함 변경, 영속 토글. 원복 필요",pass1
14.Quick panel#152.0,14.Quick panel,152.0,REVIEW,D5_mutation,popup_cancel,E_binding,none,0.7,"데이터절약 OK 시 사용설정 팝업, 확정시 절약모드 토글 부작용 경로",strict2
14.Quick panel#153.0,14.Quick panel,153.0,KEEP,none,-,-,none,0.85,"데이터절약 OK 길게 시 메뉴 페이지 이동, 고정 화면 전환만",strict2
14.Quick panel#154.0,14.Quick panel,154.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.8,"expected=방해금지 켜짐/꺼짐 변경, 영속 토글. 원복 필요",pass1
14.Quick panel#155.0,14.Quick panel,155.0,KEEP,none,-,-,none,0.85,"방해금지 OK 길게 시 모드 메뉴 페이지 이동, 고정 화면 전환만",strict2
14.Quick panel#156.0,14.Quick panel,156.0,REVIEW,,roundtrip_restore,D_system_state,"mutation,external",0.78,"expected=핫스팟 on/off 변경, 영속 토글+무선효과. 원복 필요",pass1
14.Quick panel#157.0,14.Quick panel,157.0,KEEP,none,-,-,none,0.85,"핫스팟 OK long 시 Wi-Fi 핫스팟 메뉴 이동, 고정 화면 전환만",strict2
14.Quick panel#158.0,14.Quick panel,158.0,KEEP,none,-,-,none,0.82,"Quick Share OK 시 설정창 이동, 고정 화면 전환만. mutation 없음",strict2
14.Quick panel#159.0,14.Quick panel,159.0,KEEP,none,-,-,none,0.8,"QR코드 스캐너 OK 시 스캔 페이지 이동, 고정 화면 전환만",strict2
14.Quick panel#160.0,14.Quick panel,160.0,REVIEW,D3_prestate,observe_split,D_system_state,none,0.6,"기기컨트롤 이용불가 사전상태 전제, 아무반응 없음 부정 verifier",strict2
14.Quick panel#161.0,14.Quick panel,161.0,REVIEW,D5_mutation,popup_cancel,E_binding,none,0.7,"화면녹화 OK 시 녹화 시작 팝업, 확정시 녹화 부작용 경로",strict2
14.Quick panel#162.0,14.Quick panel,162.0,REVIEW,D5_mutation,popup_cancel,E_binding,none,0.7,"화면전송 OK 시 전송 팝업+설정 focus, 확정시 전송 부작용 경로",strict2
14.Quick panel#163.0,14.Quick panel,163.0,KEEP,none,-,-,none,0.82,"집중모드 OK 시 집중모드 페이지 이동, 고정 화면 전환만",strict2
14.Quick panel#164.0,14.Quick panel,164.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.78,"expected=마이크 사용 On/off 된다, 영속 권한 토글. 원복 필요",pass1
14.Quick panel#165.0,14.Quick panel,165.0,KEEP,none,-,-,none,0.82,"알람 OK 시 알람앱 페이지 이동, 고정 화면 전환만. mutation 없음",strict2
14.Quick panel#166.0,14.Quick panel,166.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.78,"expected=색상보정 On/Off 된다, 영속 표시 토글. 원복 필요",pass1
14.Quick panel#167.0,14.Quick panel,167.0,KEEP,none,-,-,none,0.82,"수정버튼 OK 시 수정화면 전환+최초 focus 왼쪽상단, 화면전환·고정 focus",strict2
14.Quick panel#168.0,14.Quick panel,168.0,KEEP,none,-,-,none,0.85,"수정화면 첫메뉴 up 시 뒤로가기 focus, 고정 라벨 focus 이동만",strict2
14.Quick panel#169.0,14.Quick panel,169.0,KEEP,none,-,-,none,0.85,"수정화면 첫메뉴 down 시 아래 메뉴 focus 이동, 고정 focus 이동만",strict2
14.Quick panel#170.0,14.Quick panel,170.0,KEEP,none,-,-,none,0.85,"수정화면 첫메뉴 right 시 오른쪽 메뉴 focus 이동, 고정 focus 이동만",strict2
14.Quick panel#171.0,14.Quick panel,171.0,KEEP,none,-,-,none,0.82,"뒤로가기 focus OK 시 펼친 화면 복귀+최초 focus 첫번째, 화면복귀·고정 focus",strict2
14.Quick panel#174.0,14.Quick panel,174.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.76,"expected=활성/비활성 영역 상호 변경, 영속 레이아웃 config 변경",pass1
14.Quick panel#175.0,14.Quick panel,175.0,KEEP,none,popup_cancel,-,none,0.81,"전원버튼 focus+OK로 전원끄기창 노출. 긴급전화/전원끄기/다시시작 고정라벨 assert, 실제 전원조작 아닌 다이얼로그 노출만",strict2
14.Quick panel#176.0,14.Quick panel,176.0,KEEP,none,-,-,none,0.88,"설정버튼 focus+OK로 설정 화면전환. mutation 없음, 단순 전환",strict2
14.Quick panel#183.0,14.Quick panel,183.0,REVIEW,,selection_gated,A_fixture,"fixture,mutation",0.72,타이머 실행중 fixture 전제 + 1분추가·일시중지·취소(삭제) mutation 혼합,pass1
14.Quick panel#185.0,14.Quick panel,185.0,REVIEW,,-,D_system_state,external,0.8,습기·이물 H/W 감지 조건 유발 필요. 물리 상태 조작 전제,pass1
14.Quick panel#186.0,14.Quick panel,186.0,REVIEW,,-,D_system_state,external,0.78,모바일 데이터 연결 실패 상태 유발 필요. 네트워크 상태 조작,pass1
14.Quick panel#187.0,14.Quick panel,187.0,REVIEW,,-,D_system_state,external,0.78,충전 연결 불량 H/W 조건 유발 필요. 물리 상태 조작 전제,pass1
14.Quick panel#188.0,14.Quick panel,188.0,REVIEW,,observe_split,D_system_state,"external,input",0.76,충전 불량 H/W 조건 유발 + 확인버튼 입력. 상태 조작 전제,pass1
14.Quick panel#190.0,14.Quick panel,190.0,REVIEW,,-,D_system_state,external,0.8,충전기 반정도 물리 삽입 H/W 조작 필요. 자동화 불가 물리 조건,pass1
14.Quick panel#191.0,14.Quick panel,191.0,REVIEW,,-,D_system_state,external,0.8,충전기 반·완전 물리 삽입 단계 조작 필요. H/W 상태 조작 전제,pass1
14.Quick panel#192.0,14.Quick panel,192.0,REVIEW,,-,D_system_state,external,0.8,커넥터 60도 과열 H/W 유발(외부 요청) 필요. 물리 조작 전제,pass1
14.Quick panel#193.0,14.Quick panel,193.0,REVIEW,,-,D_system_state,external,0.8,커넥터 60도 과열 H/W 유발 필요. 192와 동일 물리 조작 전제,pass1
14.Quick panel#194.0,14.Quick panel,194.0,REVIEW,,observe_split,D_system_state,"external,input",0.78,60도 과열 H/W 유발 + 확인버튼 입력. 물리 상태 조작 전제,pass1
14.Quick panel#195.0,14.Quick panel,195.0,REVIEW,,-,D_system_state,external,0.8,커넥터 온도 59도 강하 조건 유발 필요. 온도 상태 조작 전제,pass1
14.Quick panel#197.0,14.Quick panel,197.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.72,precondition '알림 있는 상태(메시지)' 사용자 메시지 알림 데이터 전제. 관리 포커스까지 이동이나 알림 존재 필요,strict2
14.Quick panel#198.0,14.Quick panel,198.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.73,포커스 대상이 메시지 알림(사용자 데이터). 알림 존재 전제 D1,strict2
14.Quick panel#199.0,14.Quick panel,199.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.72,메시지 알림 전제+OK로 설정 알림메뉴 이동. 사용자 알림데이터 필요,strict2
14.Quick panel#200.0,14.Quick panel,200.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.72,메시지 알림 존재 전제. 모두지우기 포커스 이동이나 알림 fixture 필요,strict2
14.Quick panel#201.0,14.Quick panel,201.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.72,메시지 알림 fixture 전제. 포커스 이동이나 사용자 알림데이터 필요,strict2
14.Quick panel#202.0,14.Quick panel,202.0,EXCLUDE,,-,-,mutation,0.85,모두 지우기 OK 실행→expected '알림 모두 삭제됨' 실제 삭제 결과 서술. 라벨/취소 아님,pass1
14.Quick panel#203.0,14.Quick panel,203.0,REVIEW,D1_fixture,observe_split,A_fixture,fixture,0.76,메시지 1건 알림 fixture+OK로 대화함 진입(사용자 대화기록 전제),strict2
14.Quick panel#204.0,14.Quick panel,204.0,REVIEW,D1_fixture,observe_split,A_fixture,fixture,0.72,메시지 1건 알림 fixture 전제. Back 포커스 복귀이나 알림데이터 필요,strict2
14.Quick panel#205.0,14.Quick panel,205.0,REVIEW,D1_fixture,observe_split,A_fixture,fixture,0.72,메시지 1건 알림 fixture 전제. Back 포커스 복귀이나 사용자 알림데이터 필요,strict2
14.Quick panel#206.0,14.Quick panel,206.0,REVIEW,D1_fixture,observe_split,A_fixture,fixture,0.73,메시지 1건 알림 fixture+메시지 펼침/닫힘. 사용자 메시지 데이터 전제,strict2
14.Quick panel#207.0,14.Quick panel,207.0,REVIEW,D1_fixture,observe_split,A_fixture,fixture,0.74,메시지 1건 알림 fixture+OK로 대화함 이동(사용자 대화기록 전제),strict2
14.Quick panel#208.0,14.Quick panel,208.0,REVIEW,D1_fixture,observe_split,A_fixture,fixture,0.75,메시지 2건 이상 알림 fixture 필수. 리스트 표시/닫힘이나 다건 알림데이터 전제,strict2
14.Quick panel#209.0,14.Quick panel,209.0,REVIEW,D1_fixture,observe_split,A_fixture,fixture,0.75,메시지 2건 이상 알림 fixture 필수. 리스트 포커스 이동이나 다건 알림 전제,strict2
14.Quick panel#210.0,14.Quick panel,210.0,REVIEW,D1_fixture,observe_split,A_fixture,fixture,0.75,메시지 2건 이상 알림 fixture 필수. 펼침/닫힘이나 다건 알림데이터 전제,strict2
14.Quick panel#211.0,14.Quick panel,211.0,REVIEW,D1_fixture,observe_split,A_fixture,fixture,0.75,메시지 2건 이상 알림 fixture+OK로 대화함 이동(사용자 대화기록 전제),strict2
14.Quick panel#212.0,14.Quick panel,212.0,REVIEW,,-,A_fixture,fixture,0.72,"타이머 실행중 fixture 전제, 탭으로 타이머 화면/알림 표시 관찰",pass1
14.Quick panel#213.0,14.Quick panel,213.0,REVIEW,,-,A_fixture,fixture,0.72,"스탑워치 실행중 fixture 전제, 탭으로 화면/알림 표시 관찰",pass1
14.Quick panel#214.0,14.Quick panel,214.0,REVIEW,,-,A_fixture,fixture,0.7,"타이머 실행중 fixture 전제, 포커스 이동 후 설정 알림화면 이동 관찰",pass1
14.Quick panel#215.0,14.Quick panel,215.0,REVIEW,,-,A_fixture,fixture,0.68,"타이머 실행 fixture 전제, 접힘/펴짐 토글 후 포커스 확인",pass1
14.Quick panel#216.0,14.Quick panel,216.0,REVIEW,,-,A_fixture,fixture,0.7,"타이머 실행 fixture 전제, 포커스 좌우 이동만 관찰",pass1
14.Quick panel#217.0,14.Quick panel,217.0,REVIEW,,observe_split,A_fixture,"fixture,mutation",0.6,"타이머 일시중지/다시시작 상태조작, fixture+타이머 상태변경 혼합",pass1
14.Quick panel#218.0,14.Quick panel,218.0,REVIEW,,observe_split,A_fixture,"fixture,mutation",0.58,"타이머 일시중지 후 reset 실행→reset 상태변경, fixture 전제",pass1
14.Quick panel#219.0,14.Quick panel,219.0,REVIEW,,-,A_fixture,fixture,0.7,"스탑워치 실행중 fixture 전제, 포커스 이동 후 설정 알림화면 이동",pass1
14.Quick panel#220.0,14.Quick panel,220.0,REVIEW,,-,A_fixture,fixture,0.66,"스탑워치 실행 fixture, 포커스 이동/닫힘열림 노출이나 다단계 fixture",pass1
14.Quick panel#221.0,14.Quick panel,221.0,REVIEW,,observe_split,A_fixture,"fixture,mutation",0.58,"스탑워치 다시시작+랩타임 기록 상태변경, fixture 전제",pass1
15.Lockscreen#3.0,15.Lockscreen,3.0,REVIEW,,-,D_system_state,input,0.65,스와이프 잠금 설정 pre+숫자 하드키 입력 해제. 시스템 상태 조작 전제,pass1
15.Lockscreen#4.0,15.Lockscreen,4.0,REVIEW,,-,D_system_state,input,0.62,"절전모드 진입 pre+앱 실행 상태 유지 검증, 시스템 상태 조작 전제",pass1
15.Lockscreen#10.0,15.Lockscreen,10.0,REVIEW,,transient_input,D_system_state,input,0.62,패턴 설정 pre+올바른 패턴 입력 해제. 시스템 잠금 상태+터치 입력,pass1
15.Lockscreen#11.0,15.Lockscreen,11.0,REVIEW,,transient_input,D_system_state,input,0.62,패턴 설정 pre+하드키 패턴 입력 해제. 시스템 상태 조작 전제,pass1
15.Lockscreen#12.0,15.Lockscreen,12.0,REVIEW,,transient_input,D_system_state,input,0.6,패턴 설정 pre+5회 오입력 실패 팝업 검증. 시스템 상태+입력,pass1
15.Lockscreen#15.0,15.Lockscreen,15.0,REVIEW,,-,D_system_state,input,0.62,패턴 설정 pre+긴급전화 focus 후 화면 전환. 시스템 상태 조작 전제,pass1
