tc_id,source_file,original_entry_detail,extracted_token,disposition,proposed_normalized_step,proposed_keycode,confidence,rationale,required_decision,device_pilot_eligible,executable
ALTBASIC_QPN_053,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:퀵 패널 > 자동 회전 Long 탭,자동 회전 Long 탭,FREE_TEXT_DISCOVERY,(bare):<자동 회전 Long>,,low,unresolved free-text body,manifest_rewrite,False,True
ALTBASIC_QPN_056,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:퀵 패널 > 절전 모드 아이콘 Long 탭,퀵 패널,FREE_TEXT_DISCOVERY,tap:<퀵 패널>,,low,tap target needs a selector,device_selector_discovery,False,True
ALTBASIC_QPN_056,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:퀵 패널 > 절전 모드 아이콘 Long 탭,절전 모드 아이콘 Long 탭,FREE_TEXT_DISCOVERY,(bare):<절전 모드 아이콘 Long>,,low,unresolved free-text body,manifest_rewrite,False,True
ALTBASIC_QPN_066,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:퀵 패널 > 핫스팟 아이콘 Long 탭,퀵 패널,FREE_TEXT_DISCOVERY,tap:<퀵 패널>,,low,tap target needs a selector,device_selector_discovery,False,True
ALTBASIC_QPN_066,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:퀵 패널 > 핫스팟 아이콘 Long 탭,핫스팟 아이콘 Long 탭,FREE_TEXT_DISCOVERY,(bare):<핫스팟 아이콘 Long>,,low,unresolved free-text body,manifest_rewrite,False,True
ALTBASIC_QPN_102,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:퀵 패널 > 집중 모드 아이콘 Long 탭,퀵 패널,FREE_TEXT_DISCOVERY,tap:<퀵 패널>,,low,tap target needs a selector,device_selector_discovery,False,True
ALTBASIC_QPN_102,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:퀵 패널 > 집중 모드 아이콘 Long 탭,집중 모드 아이콘 Long 탭,FREE_TEXT_DISCOVERY,(bare):<집중 모드 아이콘 Long>,,low,unresolved free-text body,manifest_rewrite,False,True
ALTBASIC_QPN_116,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 퀵 패널 커튼 내림 > navigate:2. 알림창 확인,퀵 패널 커튼 내림,FREE_TEXT_DISCOVERY,navigate:<퀵 패널 커튼 내림>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_QPN_116,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 퀵 패널 커튼 내림 > navigate:2. 알림창 확인,알림창 확인,FREE_TEXT_DISCOVERY,navigate:<알림창 확인>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_QPN_121,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:홈화면 > press_key:Press Any direction or OK,홈화면,FREE_TEXT_DISCOVERY,navigate:<홈화면>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_QPN_121,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:홈화면 > press_key:Press Any direction or OK,Press Any direction or OK,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_QPN_122,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:홈화면 > press_key:하드키 홈버튼 Long press,홈화면,FREE_TEXT_DISCOVERY,navigate:<홈화면>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_QPN_122,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:홈화면 > press_key:하드키 홈버튼 Long press,하드키 홈버튼 Long press,FREE_TEXT_DISCOVERY,press_key:<하드키 홈버튼 Long press>,,low,unresolved free-text body,manifest_rewrite,False,True
ALTBASIC_QPN_123,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:WI-FI focus > Press right > press_key:Wi-Fi focus > Press down,WI-FI focus,NOT_A_KEY,(reclassify) WI-FI focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_123,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:WI-FI focus > Press right > press_key:Wi-Fi focus > Press down,Press right,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_QPN_123,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:WI-FI focus > Press right > press_key:Wi-Fi focus > Press down,Wi-Fi focus,NOT_A_KEY,(reclassify) Wi-Fi focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_123,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:WI-FI focus > Press right > press_key:Wi-Fi focus > Press down,Press down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_QPN_124,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:블루투스 focus > Press down > press_key:모바일 데이터 focus > Press right,블루투스 focus,NOT_A_KEY,(reclassify) 블루투스 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_124,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:블루투스 focus > Press down > press_key:모바일 데이터 focus > Press right,Press down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_QPN_124,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:블루투스 focus > Press down > press_key:모바일 데이터 focus > Press right,모바일 데이터 focus,NOT_A_KEY,(reclassify) 모바일 데이터 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_124,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:블루투스 focus > Press down > press_key:모바일 데이터 focus > Press right,Press right,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_QPN_125,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:모바일 데이터 focus > press down > press_key:소리모드 focus > press down,모바일 데이터 focus,NOT_A_KEY,(reclassify) 모바일 데이터 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_125,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:모바일 데이터 focus > press down > press_key:소리모드 focus > press down,press down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_QPN_125,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:모바일 데이터 focus > press down > press_key:소리모드 focus > press down,소리모드 focus,NOT_A_KEY,(reclassify) 소리모드 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_125,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:모바일 데이터 focus > press down > press_key:소리모드 focus > press down,press down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_QPN_130,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:펼치기 focus > Press OK,펼치기 focus,NOT_A_KEY,(reclassify) 펼치기 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_130,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:펼치기 focus > Press OK,Press OK,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_QPN_131,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:wifi focus > press up,wifi focus,NOT_A_KEY,(reclassify) wifi focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_131,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:wifi focus > press up,press up,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_QPN_133,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:wifi focus > Press OK 길게 입력,wifi focus,NOT_A_KEY,(reclassify) wifi focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_133,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:wifi focus > Press OK 길게 입력,Press OK 길게 입력,FREE_TEXT_DISCOVERY,press_key:<Press OK 길게>(long-press),,low,"long-press modifier — keycode insufficient, device pilot needed",device_keycode_discovery,False,True
ALTBASIC_QPN_134,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:wifi focus > Press right,wifi focus,NOT_A_KEY,(reclassify) wifi focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_134,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:wifi focus > Press right,Press right,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_QPN_135,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:wifi focus > Press down,wifi focus,NOT_A_KEY,(reclassify) wifi focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_135,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:wifi focus > Press down,Press down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_QPN_137,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:밝기 조절 바 아이콘에 focus > press down,밝기 조절 바 아이콘에 focus,NOT_A_KEY,(reclassify) 밝기 조절 바 아이콘에 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_137,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:밝기 조절 바 아이콘에 focus > press down,press down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_QPN_138,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:wifi focus > keep press down,wifi focus,NOT_A_KEY,(reclassify) wifi focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_138,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:wifi focus > keep press down,keep press down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_QPN_140,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:수정 버튼 focus > keep press up,수정 버튼 focus,NOT_A_KEY,(reclassify) 수정 버튼 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_140,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:수정 버튼 focus > keep press up,keep press up,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_QPN_141,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:수정 버튼 focus > keep press right,수정 버튼 focus,NOT_A_KEY,(reclassify) 수정 버튼 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_141,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:수정 버튼 focus > keep press right,keep press right,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_QPN_142,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:wifi focus > Press back 또는 cancel,wifi focus,NOT_A_KEY,(reclassify) wifi focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_142,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:wifi focus > Press back 또는 cancel,Press back 또는 cancel,ADJUDICATE,press_key:?,,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_QPN_145,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:모바일 데이터 focus > Press OK 길게 입력,모바일 데이터 focus,NOT_A_KEY,(reclassify) 모바일 데이터 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_145,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:모바일 데이터 focus > Press OK 길게 입력,Press OK 길게 입력,FREE_TEXT_DISCOVERY,press_key:<Press OK 길게>(long-press),,low,"long-press modifier — keycode insufficient, device pilot needed",device_keycode_discovery,False,True
ALTBASIC_QPN_146,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:소리모드 focus > Press OK 길게 입력,소리모드 focus,NOT_A_KEY,(reclassify) 소리모드 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_146,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:소리모드 focus > Press OK 길게 입력,Press OK 길게 입력,FREE_TEXT_DISCOVERY,press_key:<Press OK 길게>(long-press),,low,"long-press modifier — keycode insufficient, device pilot needed",device_keycode_discovery,False,True
ALTBASIC_QPN_149,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:자동 회전 focus > Press Ok 길게 입력,자동 회전 focus,NOT_A_KEY,(reclassify) 자동 회전 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_149,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:자동 회전 focus > Press Ok 길게 입력,Press Ok 길게 입력,FREE_TEXT_DISCOVERY,press_key:<Press Ok 길게>(long-press),,low,"long-press modifier — keycode insufficient, device pilot needed",device_keycode_discovery,False,True
ALTBASIC_QPN_153,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:데이터 절약 focus > Press Ok 길게 입력,데이터 절약 focus,NOT_A_KEY,(reclassify) 데이터 절약 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_153,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:데이터 절약 focus > Press Ok 길게 입력,Press Ok 길게 입력,FREE_TEXT_DISCOVERY,press_key:<Press Ok 길게>(long-press),,low,"long-press modifier — keycode insufficient, device pilot needed",device_keycode_discovery,False,True
ALTBASIC_QPN_155,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:방해금지 focus > Press Ok 길게 입력,방해금지 focus,NOT_A_KEY,(reclassify) 방해금지 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_155,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:방해금지 focus > Press Ok 길게 입력,Press Ok 길게 입력,FREE_TEXT_DISCOVERY,press_key:<Press Ok 길게>(long-press),,low,"long-press modifier — keycode insufficient, device pilot needed",device_keycode_discovery,False,True
ALTBASIC_QPN_157,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:핫스팟 focus > Press Ok long tap,핫스팟 focus,NOT_A_KEY,(reclassify) 핫스팟 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_157,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:핫스팟 focus > Press Ok long tap,Press Ok long tap,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_QPN_158,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:Quick Share focus > Press Ok,Quick Share focus,NOT_A_KEY,(reclassify) Quick Share focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_158,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:Quick Share focus > Press Ok,Press Ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_QPN_159,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:QR코드 스캐너 focus > Press Ok,QR코드 스캐너 focus,NOT_A_KEY,(reclassify) QR코드 스캐너 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_159,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:QR코드 스캐너 focus > Press Ok,Press Ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_QPN_163,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:집중 모드 focus > Press Ok,집중 모드 focus,NOT_A_KEY,(reclassify) 집중 모드 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_163,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:집중 모드 focus > Press Ok,Press Ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_QPN_165,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:알람 focus > Press Ok,알람 focus,NOT_A_KEY,(reclassify) 알람 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_165,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:알람 focus > Press Ok,Press Ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_QPN_167,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:수정 버튼 focus >press ok,수정 버튼 focus,NOT_A_KEY,(reclassify) 수정 버튼 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_167,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:수정 버튼 focus >press ok,press ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_QPN_168,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 첫 번째 메뉴 focus > Press up,첫 번째 메뉴 focus,NOT_A_KEY,(reclassify) 첫 번째 메뉴 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_168,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 첫 번째 메뉴 focus > Press up,Press up,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_QPN_175,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:전원 버튼 focus >press ok,전원 버튼 focus,NOT_A_KEY,(reclassify) 전원 버튼 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_175,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:전원 버튼 focus >press ok,press ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_QPN_176,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:설정 버튼 focus >press ok,설정 버튼 focus,NOT_A_KEY,(reclassify) 설정 버튼 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_QPN_176,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:설정 버튼 focus >press ok,press ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_SFT_054,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 안심기능 > SOS 버튼,설정,FREE_TEXT_DISCOVERY,tap:<설정>,,low,tap target needs a selector,device_selector_discovery,False,True
ALTBASIC_SFT_054,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 안심기능 > SOS 버튼,안심기능,NOT_A_KEY,(reclassify) 안심기능,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SFT_054,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 안심기능 > SOS 버튼,SOS 버튼,FREE_TEXT_DISCOVERY,press_key:<SOS 버튼>,,low,"named hardware key, no standard keycode",device_keycode_discovery,False,True
ALTBASIC_SFT_055,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 안심기능 > SOS 버튼 > tap:2. 짧게 누르기 Tap,설정,FREE_TEXT_DISCOVERY,tap:<설정>,,low,tap target needs a selector,device_selector_discovery,False,True
ALTBASIC_SFT_055,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 안심기능 > SOS 버튼 > tap:2. 짧게 누르기 Tap,안심기능,NOT_A_KEY,(reclassify) 안심기능,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SFT_055,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 안심기능 > SOS 버튼 > tap:2. 짧게 누르기 Tap,SOS 버튼,FREE_TEXT_DISCOVERY,press_key:<SOS 버튼>,,low,"named hardware key, no standard keycode",device_keycode_discovery,False,True
ALTBASIC_SFT_055,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 안심기능 > SOS 버튼 > tap:2. 짧게 누르기 Tap,짧게 누르기 Tap,FREE_TEXT_DISCOVERY,tap:<짧게>,,low,tap target needs a selector,device_selector_discovery,False,True
ALTBASIC_TLK_001,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:Hard Key '#' 버튼 길게 누르기,Hard Key '#' 버튼 길게 누르기,FREE_TEXT_DISCOVERY,press_key:<Hard Key '#' 버튼 길게>(long-press),,low,"long-press modifier — keycode insufficient, device pilot needed",device_keycode_discovery,False,True
ALTBASIC_SET_090,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:설정 > 안심 기능 > 보호자 등록,설정,FREE_TEXT_DISCOVERY,tap:<설정>,,low,tap target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_090,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:설정 > 안심 기능 > 보호자 등록,안심 기능,NOT_A_KEY,(reclassify) 안심 기능,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_090,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:설정 > 안심 기능 > 보호자 등록,보호자 등록,NOT_A_KEY,(reclassify) 보호자 등록,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_091,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:설정 > 안심 기능 > 보호자 등록 > 보호자 추가,설정,FREE_TEXT_DISCOVERY,tap:<설정>,,low,tap target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_091,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:설정 > 안심 기능 > 보호자 등록 > 보호자 추가,안심 기능,NOT_A_KEY,(reclassify) 안심 기능,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_091,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:설정 > 안심 기능 > 보호자 등록 > 보호자 추가,보호자 등록,NOT_A_KEY,(reclassify) 보호자 등록,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_091,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:설정 > 안심 기능 > 보호자 등록 > 보호자 추가,보호자 추가,NOT_A_KEY,(reclassify) 보호자 추가,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_123,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 > 안심 기능 > 측면 버튼,설정,FREE_TEXT_DISCOVERY,navigate:<설정>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_123,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 > 안심 기능 > 측면 버튼,안심 기능,NOT_A_KEY,(reclassify) 안심 기능,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_123,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 > 안심 기능 > 측면 버튼,측면 버튼,FREE_TEXT_DISCOVERY,press_key:<측면 버튼>,,low,"named hardware key, no standard keycode",device_keycode_discovery,False,True
ALTBASIC_SET_256,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 설정 > 배터리 >절전 모드,설정,FREE_TEXT_DISCOVERY,navigate:<설정>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_256,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 설정 > 배터리 >절전 모드,배터리,NOT_A_KEY,(reclassify) 배터리,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_256,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 설정 > 배터리 >절전 모드,절전 모드,NOT_A_KEY,(reclassify) 절전 모드,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_273,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 설정 > 소리 및 진동 > 방해 금지 모드,설정,FREE_TEXT_DISCOVERY,navigate:<설정>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_273,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 설정 > 소리 및 진동 > 방해 금지 모드,소리 및 진동,NOT_A_KEY,(reclassify) 소리 및 진동,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_273,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 설정 > 소리 및 진동 > 방해 금지 모드,방해 금지 모드,NOT_A_KEY,(reclassify) 방해 금지 모드,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_602,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 접근성 > 실시간 자막 Tap,설정,FREE_TEXT_DISCOVERY,tap:<설정>,,low,tap target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_602,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 접근성 > 실시간 자막 Tap,접근성,NOT_A_KEY,(reclassify) 접근성,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_602,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 접근성 > 실시간 자막 Tap,실시간 자막 Tap,NOT_A_KEY,(reclassify) 실시간 자막,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
